Kode HS,Deskripsi HS,Negara Tujuan Ekspor,Periode,Berat (Kg),Nilai (USD)
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Selandia Baru,201908,13.4,1150.6
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Selandia Baru,201911,560.5,39097.3
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Selandia Baru,201912,1.85,12
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Selandia Baru,202002,68.45,3925.8
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Selandia Baru,202003,260.46,14665.13
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Selandia Baru,202006,8.31,718.2
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Selandia Baru,202007,0.3,3
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201901,149.6,3563.66
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201902,1.41,231.999
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201903,1.67,368
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201904,23.9,810.354
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201905,128.6,9202.385
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201906,61.4,109
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201907,121.57,7295.49
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201908,2.19,543.001
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201909,19.54,1313.355
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201910,3.74,434
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201911,22.89,1687.605
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,201912,272.41,1326.572
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,202001,2.52,356
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,202002,26.77,806.32
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,202003,40.17,1420.488
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,202004,281,375.345
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,202005,239.94,11591.05
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,202006,58.455,5824.04
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Singapura,202007,41.694,1297.73
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Spanyol,201904,1.44,303.35
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Spanyol,201905,5,40
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Spanyol,201909,1,5.88
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Spanyol,201910,0.66,143.27
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Spanyol,202005,2.28,423.95
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,201901,208.7,13616
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,201907,9165.03,462948.17
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,201908,4202.9,161719.41
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,201909,1604.69,69841.16
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,201910,2396.67,93074.31
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,201911,3992.32,120422.66
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,201912,158,14850
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,202005,497.04,37222.08
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swedia,202007,3525.17,144443.02
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,201904,0.4,4
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,201906,404.5,18823.95
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,201907,362.73,11474.98
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,201908,688.36,30470.05
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,201910,593.66,42081.28
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,201911,2.9,122
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,201912,40.69,3710.27
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,202001,2.7,204.8
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,202002,3.08,158.6
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,202004,2.52,144.6
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,202005,207.84,10100
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,202006,632.53,29764.77
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Swiss,202007,2014.87,54733.35
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,201901,8,87
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,201902,0.4,3
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,201903,3.8,80.2
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,201908,153.6,7644
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,201910,4.3,473.77
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,201911,3.3,74.83
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,202006,8.16,1713.8
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Taiwan,202007,152.63,16658.75
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Thailand,201904,1,4
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Thailand,201906,10,88.6
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Thailand,201911,0.5,142.08
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Thailand,202001,283.22,27991.2
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Thailand,202002,154.8,9612.35
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Thailand,202006,38.4,1394.46
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Thailand,202007,8.712,86.684
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,201902,70,17.75
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,201905,11767.6,863.838
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,201907,4,2.84
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,201908,807.15,294.7
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,201909,235,60.895
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,201911,1030,395.229
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,201912,170,912.35
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,202003,10,11.88
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,202004,250,3.465
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Timor Timur,202005,5,27.202
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Turki,201907,227.88,9271.79
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Turki,202007,302.92,12086.88
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Ukraina,201906,1.76,48
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Ukraina,201907,8.35,176.94
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Ukraina,202006,5.58,146.94
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Uni Emirat Arab ,201903,0.56,23.62
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Uni Emirat Arab ,201912,122,11267.923
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Uni Emirat Arab ,202003,5,524
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Uni Emirat Arab ,202004,10,190
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Viet Nam,201909,71.37,2152
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Viet Nam,201911,42,2250
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Viet Nam,202001,51.8,6382.9
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Viet Nam,202002,4.1,1325
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Viet Nam,202006,6.3,981
62160099,"Other gloves, mittens and mitts,of oth textile material excwool or fine animal hair or cotton",Viet Nam,202007,22.712,2011.6
63079030,Umbrella covers in pre-cut triangular form,Australia,201911,41.14,531.64
63079030,Umbrella covers in pre-cut triangular form,French Polynesia,201901,20,26
63079030,Umbrella covers in pre-cut triangular form,Israel,201907,153,440
63079030,Umbrella covers in pre-cut triangular form,Jepang,201901,8.76,788.9
63079030,Umbrella covers in pre-cut triangular form,Jepang,201902,113.42,11421.9
63079030,Umbrella covers in pre-cut triangular form,Jepang,201903,95,110.76
63079030,Umbrella covers in pre-cut triangular form,Jepang,201905,106,331.86
63079030,Umbrella covers in pre-cut triangular form,Jepang,201911,279,304
63079030,Umbrella covers in pre-cut triangular form,Jepang,202002,66,71.52
63079030,Umbrella covers in pre-cut triangular form,Jepang,202004,267,260.26
63079030,Umbrella covers in pre-cut triangular form,Jepang,202007,88,358.33
63079030,Umbrella covers in pre-cut triangular form,Singapura,201911,1.15,0.16
63079030,Umbrella covers in pre-cut triangular form,Viet Nam,201906,140,4350
63079040,Surgical masks,Afrika Selatan,201905,124.5,990
63079040,Surgical masks,Afrika Selatan,201908,119.52,950.4
63079040,Surgical masks,Afrika Selatan,202001,850,7900
63079040,Surgical masks,Afrika Selatan,202002,137.5,24000
63079040,Surgical masks,Amerika Serikat,201902,2.31,241.025
63079040,Surgical masks,Amerika Serikat,201905,1.37,0.3
63079040,Surgical masks,Amerika Serikat,201906,0.167,0.01
63079040,Surgical masks,Amerika Serikat,201908,0.8,0.5
63079040,Surgical masks,Amerika Serikat,201909,2,1
63079040,Surgical masks,Amerika Serikat,202001,2,74.69
63079040,Surgical masks,Amerika Serikat,202002,770.16,51154.381
63079040,Surgical masks,Amerika Serikat,202003,160,9075.184
63079040,Surgical masks,Amerika Serikat,202005,0.621,59.87
63079040,Surgical masks,Amerika Serikat,202007,1.3,101.217
63079040,Surgical masks,Australia,201909,0.167,0.03
63079040,Surgical masks,Australia,202002,134.4,3632.433
63079040,Surgical masks,Australia,202003,715.434,18259.82
63079040,Surgical masks,Australia,202007,1.3,2.53
63079040,Surgical masks,Bahrain,201901,305,1304
63079040,Surgical masks,Belanda,201904,7892.29,32511.8
63079040,Surgical masks,Belanda,201912,16,8.5
63079040,Surgical masks,Belanda,202001,1308,5060
63079040,Surgical masks,Brazil,202002,360,219
63079040,Surgical masks,Brunei Darussalam,202001,10,21.9
63079040,Surgical masks,Brunei Darussalam,202002,60.5,11520
63079040,Surgical masks,Cina,201902,0.45,19.843
63079040,Surgical masks,Cina,201905,1.67,0.4
63079040,Surgical masks,Cina,201906,2,303.555
63079040,Surgical masks,Cina,201907,0.167,0.18
63079040,Surgical masks,Cina,201911,7.45,96.913
63079040,Surgical masks,Cina,201912,6,74.987
63079040,Surgical masks,Cina,202001,54617.62,826148.58
63079040,Surgical masks,Cina,202002,471437.285,20672762.61
63079040,Surgical masks,Cina,202003,7670.09,803113.737
63079040,Surgical masks,Denmark,201903,147,1176
63079040,Surgical masks,Denmark,201911,196,1568
63079040,Surgical masks,Guatemala,201908,0.12,0.1
63079040,Surgical masks,Hongkong,201903,2.5,35
63079040,Surgical masks,Hongkong,201904,78.85,9450
63079040,Surgical masks,Hongkong,201908,3.5,210.98
63079040,Surgical masks,Hongkong,201911,15.6,352.99
63079040,Surgical masks,Hongkong,202001,36159.06,384099.597
63079040,Surgical masks,Hongkong,202002,419198.247,12008924.35
63079040,Surgical masks,Hongkong,202003,30105.84,901379.026
63079040,Surgical masks,Hongkong,202007,2750.4,25439.45
63079040,Surgical masks,India,201907,348.6,1700
63079040,Surgical masks,India,202007,2490,149600
63079040,Surgical masks,Inggris,201901,55,210.24
63079040,Surgical masks,Inggris,201903,165,630.72
63079040,Surgical masks,Inggris,201904,55,210.24
63079040,Surgical masks,Inggris,201905,55,210.24
63079040,Surgical masks,Inggris,201907,55,210.24
63079040,Surgical masks,Inggris,201908,110,420.48
63079040,Surgical masks,Inggris,201909,55,210.24
63079040,Surgical masks,Inggris,201910,55,210.24
63079040,Surgical masks,Inggris,201911,55,210.24
63079040,Surgical masks,Inggris,201912,55,210.24
63079040,Surgical masks,Italia,201901,90.93,420
63079040,Surgical masks,Italia,201906,181.86,840
63079040,Surgical masks,Italia,201910,0.109,0.01
63079040,Surgical masks,Italia,201912,1615,7400
63079040,Surgical masks,Jepang,201901,12873.6,81898.2
63079040,Surgical masks,Jepang,201902,15383.1,95871.2
63079040,Surgical masks,Jepang,201903,9783.6,64860.3
63079040,Surgical masks,Jepang,201904,9688,61442.85
63079040,Surgical masks,Jepang,201905,14607.6,94062.3
63079040,Surgical masks,Jepang,201906,4959.6,34002.3
63079040,Surgical masks,Jepang,201907,14731,90752.68
63079040,Surgical masks,Jepang,201908,4785.9,40490.9
63079040,Surgical masks,Jepang,201909,7371.6,49845.3
63079040,Surgical masks,Jepang,201910,10363,74764.5
63079040,Surgical masks,Jepang,201911,7885.9,52112.22
63079040,Surgical masks,Jepang,202001,18370,124612.8
63079040,Surgical masks,Jepang,202002,5082.63,266057.847
63079040,Surgical masks,Jepang,202003,121.4,6312.58
63079040,Surgical masks,Jepang,202006,80,1936.71
63079040,Surgical masks,Jepang,202007,0.15,0.2
63079040,Surgical masks,Jerman,201901,508,1296
63079040,Surgical masks,Jerman,201902,99.85,720.2
63079040,Surgical masks,Jerman,201905,238.8,972
63079040,Surgical masks,Jerman,201907,189.24,1368
63079040,Surgical masks,Jerman,201910,902.98,3960
63079040,Surgical masks,Jerman,201911,0.2,0.2
63079040,Surgical masks,Jerman,202002,64.74,468
63079040,Surgical masks,Jerman,202003,44.4,6156
63079040,Surgical masks,Jordan,201909,0.111,0.05
63079040,Surgical masks,Korea Selatan,202002,1724,29150.3
63079040,Surgical masks,Korea Selatan,202003,1999,55155
63079040,Surgical masks,Korea Selatan,202005,0.9,24
63079040,Surgical masks,Kuwait,202003,215,8790
63079040,Surgical masks,Macau,202001,7360.48,140992.72
63079040,Surgical masks,Macau,202002,2933,59732.5
63079040,Surgical masks,Maladewa,201910,8,26
63079040,Surgical masks,Maladewa,202001,1115,12000
63079040,Surgical masks,Maladewa,202002,13.5,1800
63079040,Surgical masks,Malaysia,201902,737,4111.6
63079040,Surgical masks,Malaysia,201904,2659.1,18483.8
63079040,Surgical masks,Malaysia,201905,131,89.7
63079040,Surgical masks,Malaysia,201906,1470,10040
63079040,Surgical masks,Malaysia,201908,1387,9560.88
63079040,Surgical masks,Malaysia,201909,1381.082,8151.4
63079040,Surgical masks,Malaysia,201910,1505,9492.6
63079040,Surgical masks,Malaysia,201911,1287.102,8120.069
63079040,Surgical masks,Malaysia,201912,220,2282.61
63079040,Surgical masks,Malaysia,202001,3423.5,4705.532
63079040,Surgical masks,Malaysia,202002,18429.06,161074.42
63079040,Surgical masks,Malaysia,202003,414.9,3158.452
63079040,Surgical masks,Malaysia,202007,260.78,3845.41
63079040,Surgical masks,Myanmar ,202002,175,4301.25
63079040,Surgical masks,Pakistan,201901,0.142,0.04
63079040,Surgical masks,Panama,201909,0.083,0.1
63079040,Surgical masks,Papua Nugini,201905,152.5,790
63079040,Surgical masks,Papua Nugini,201908,29.88,216
63079040,Surgical masks,Perancis,201901,2847.02,13155.51
63079040,Surgical masks,Perancis,201902,0.5,0.2
63079040,Surgical masks,Perancis,201903,8605.9,38207.33
63079040,Surgical masks,Perancis,201904,691.71,1881.45
63079040,Surgical masks,Perancis,201905,15063.17,38931.02
63079040,Surgical masks,Perancis,201906,8954.41,22720.8
63079040,Surgical masks,Perancis,201907,9200.87,40557.26
63079040,Surgical masks,Perancis,201908,5978.47,29437.02
63079040,Surgical masks,Perancis,201909,2826.1,7611.73
63079040,Surgical masks,Perancis,201910,6140.48,28379.14
63079040,Surgical masks,Perancis,201912,19,8.5
63079040,Surgical masks,Perancis,202001,9679.52,43570.18
63079040,Surgical masks,Perancis,202007,4.674,10.15
63079040,Surgical masks,Philipina,202002,391.614,21304.54
63079040,Surgical masks,Philipina,202007,0.6,1.93
63079040,Surgical masks,Polandia,202001,41,657
63079040,Surgical masks,Rep Ceko,201907,39.84,288
63079040,Surgical masks,Rumania,201905,1006.56,6072
63079040,Surgical masks,Rumania,201911,359.16,2250
63079040,Surgical masks,Rumania,202001,359.16,2250
63079040,Surgical masks,Saudi Arabia,201909,1771.8,6900
63079040,Surgical masks,Saudi Arabia,202007,0.5,2
63079040,Surgical masks,Selandia Baru,201910,0.4,0.2
63079040,Surgical masks,Selandia Baru,202007,1144.5,24607.5
63079040,Surgical masks,Senegal,201903,98,192.5
63079040,Surgical masks,Senegal,202002,245,167.9
63079040,Surgical masks,Singapura,201903,41.15,441.969
63079040,Surgical masks,Singapura,201905,25,473.79
63079040,Surgical masks,Singapura,201907,1,5
63079040,Surgical masks,Singapura,201908,8.06,50
63079040,Surgical masks,Singapura,201909,778.45,2997.143
63079040,Surgical masks,Singapura,201910,0.5,40
63079040,Surgical masks,Singapura,201911,120.54,443.5
63079040,Surgical masks,Singapura,202001,39812.07,559415.612
63079040,Surgical masks,Singapura,202002,339955.59,34650305.41
63079040,Surgical masks,Singapura,202003,12555.73,662095.895
63079040,Surgical masks,Singapura,202004,0.2,11
63079040,Surgical masks,Singapura,202007,3508.981,183406
63079040,Surgical masks,Spanyol,202002,0.15,4
63079040,Surgical masks,Spanyol,202003,525,1620
63079040,Surgical masks,Srilanka,201908,0.26,0.1
63079040,Surgical masks,Srilanka,202001,2230,24000
63079040,Surgical masks,Swiss,201903,0.125,0.02
63079040,Surgical masks,Swiss,201911,0.165,0.1
63079040,Surgical masks,Swiss,202007,1,1
63079040,Surgical masks,Taiwan,201905,24.9,170
63079040,Surgical masks,Taiwan,201911,99.6,680
63079040,Surgical masks,Taiwan,202002,2055.85,75354.97
63079040,Surgical masks,Taiwan,202003,37,607
63079040,Surgical masks,Thailand,201901,1086,6384
63079040,Surgical masks,Thailand,201902,2447,14440
63079040,Surgical masks,Thailand,201904,2940,18240
63079040,Surgical masks,Thailand,201911,6132,36480
63079040,Surgical masks,Thailand,201912,1519.28,9426.15
63079040,Surgical masks,Thailand,202001,40.6,342.88
63079040,Surgical masks,Thailand,202002,1859.4,63884.211
63079040,Surgical masks,Thailand,202003,330.765,3.82
63079040,Surgical masks,Thailand,202007,121.6,8457.92
63079040,Surgical masks,Timor Timur,201901,28,45.44
63079040,Surgical masks,Timor Timur,201904,15,3.55
63079040,Surgical masks,Timor Timur,201907,837.4,465.499
63079040,Surgical masks,Timor Timur,201908,196.2,247.135
63079040,Surgical masks,Timor Timur,201909,541,595.237
63079040,Surgical masks,Timor Timur,201910,39,26
63079040,Surgical masks,Timor Timur,201911,525,320.068
63079040,Surgical masks,Timor Timur,201912,45,131.35
63079040,Surgical masks,Timor Timur,202002,775.9,4331.219
63079040,Surgical masks,Timor Timur,202003,8,19.2
63079040,Surgical masks,Turki,201901,2536.45,16250.1
63079040,Surgical masks,Uni Emirat Arab ,202001,0.17,0.2
63079040,Surgical masks,Uni Emirat Arab ,202002,0.1,0.1
63079040,Surgical masks,Viet Nam,201901,800,13600
63079040,Surgical masks,Viet Nam,201902,400,6880
63079040,Surgical masks,Viet Nam,201903,400.6,6880
63079040,Surgical masks,Viet Nam,201904,400,6880
63079040,Surgical masks,Viet Nam,201905,800,13760
63079040,Surgical masks,Viet Nam,201907,800.12,13760.031
63079040,Surgical masks,Viet Nam,201909,400,6880
63079040,Surgical masks,Viet Nam,201910,400,6880
63079040,Surgical masks,Viet Nam,201911,400,6880
63079040,Surgical masks,Viet Nam,202001,400,6880
63079040,Surgical masks,Yaman,201904,150,521.267
63079040,Surgical masks,Zimbabwe,201901,122.5,1181.958
63079040,Surgical masks,Zimbabwe,201907,122.5,1280
63079061,Safety harnesses safety suitable for industrial use,Amerika Serikat,202005,448,5204.313
63079061,Safety harnesses safety suitable for industrial use,Amerika Serikat,202007,831,6925
63079061,Safety harnesses safety suitable for industrial use,Jerman,202001,2,5.99
63079061,Safety harnesses safety suitable for industrial use,Malaysia,201901,33.5,212
63079061,Safety harnesses safety suitable for industrial use,Malaysia,201905,36,667.8
63079061,Safety harnesses safety suitable for industrial use,Malaysia,201908,140,3000
63079061,Safety harnesses safety suitable for industrial use,Malaysia,202005,40,1661.83
63079061,Safety harnesses safety suitable for industrial use,Malaysia,202006,132,2423.52
63079061,Safety harnesses safety suitable for industrial use,Malaysia,202007,285,5297
63079061,Safety harnesses safety suitable for industrial use,Nigeria,201910,500.2,5350.14
63079061,Safety harnesses safety suitable for industrial use,Nigeria,201911,500.2,5399.79
63079061,Safety harnesses safety suitable for industrial use,Pantai Gading,201910,500.2,4158.65
63079061,Safety harnesses safety suitable for industrial use,Pantai Gading,201911,1080.4,6777.9
63079061,Safety harnesses safety suitable for industrial use,Philipina,201912,395,353.619
63079061,Safety harnesses safety suitable for industrial use,Singapura,202002,115.98,721.6
63079061,Safety harnesses safety suitable for industrial use,Singapura,202003,9.52,400
63079061,Safety harnesses safety suitable for industrial use,Singapura,202006,20,71.758
63079061,Safety harnesses safety suitable for industrial use,Thailand,201901,46,1022
63079069,Safety harnesses suitable not for industrial use,Amerika Serikat,201904,1.26,180
63079069,Safety harnesses suitable not for industrial use,Amerika Serikat,201905,0.45,39.324
63079069,Safety harnesses suitable not for industrial use,Amerika Serikat,202001,208.6,5171.12
63079069,Safety harnesses suitable not for industrial use,Amerika Serikat,202005,37,676.726
63079069,Safety harnesses suitable not for industrial use,Amerika Serikat,202006,1970.8,26131.11
63079069,Safety harnesses suitable not for industrial use,Australia,202002,1.5,39.359
63079069,Safety harnesses suitable not for industrial use,Australia,202005,2.78,450
63079069,Safety harnesses suitable not for industrial use,Belanda,202001,0.98,11.22
63079069,Safety harnesses suitable not for industrial use,Brunei Darussalam,202007,25.8,897
63079069,Safety harnesses suitable not for industrial use,Cina,201906,0.5,10
63079069,Safety harnesses suitable not for industrial use,Cina,201907,13.65,1393.6
63079069,Safety harnesses suitable not for industrial use,Cina,202001,1259.86,12257.88
63079069,Safety harnesses suitable not for industrial use,Cina,202002,479.32,13572.1
63079069,Safety harnesses suitable not for industrial use,Cina,202005,42.7,2330.458
63079069,Safety harnesses suitable not for industrial use,Cina,202007,14.9,283.127
63079069,Safety harnesses suitable not for industrial use,Guadeloupe,202006,105,18.5
63079069,Safety harnesses suitable not for industrial use,Hongkong,202001,49.27,412.98
63079069,Safety harnesses suitable not for industrial use,Hongkong,202002,376.2,1293.54
63079069,Safety harnesses suitable not for industrial use,India,202004,2,1234.2
63079069,Safety harnesses suitable not for industrial use,Jepang,201902,95.48,4054.97
63079069,Safety harnesses suitable not for industrial use,Jepang,201904,2624.71,41920.704
63079069,Safety harnesses suitable not for industrial use,Jepang,201906,1926,2379.65
63079069,Safety harnesses suitable not for industrial use,Jepang,201907,0.3,763.2
63079069,Safety harnesses suitable not for industrial use,Jepang,201909,178.7,380.67
63079069,Safety harnesses suitable not for industrial use,Jepang,201910,4.6,61.373
63079069,Safety harnesses suitable not for industrial use,Jepang,201912,2695.17,38363.681
63079069,Safety harnesses suitable not for industrial use,Jepang,202001,417,3232
63079069,Safety harnesses suitable not for industrial use,Jepang,202002,104,141.79
63079069,Safety harnesses suitable not for industrial use,Jepang,202003,395,9098.425
63079069,Safety harnesses suitable not for industrial use,Jepang,202004,572.02,16792.493
63079069,Safety harnesses suitable not for industrial use,Jepang,202005,51.3,1502.751
63079069,Safety harnesses suitable not for industrial use,Jepang,202006,331.81,13082.991
63079069,Safety harnesses suitable not for industrial use,Jepang,202007,537.23,15217.453
63079069,Safety harnesses suitable not for industrial use,Jerman,201912,288.6,6337.62
63079069,Safety harnesses suitable not for industrial use,Jerman,202001,161.32,3555.64
63079069,Safety harnesses suitable not for industrial use,Jerman,202002,281.76,7362.71
63079069,Safety harnesses suitable not for industrial use,Jerman,202003,126,3716.08
63079069,Safety harnesses suitable not for industrial use,Jerman,202004,85.2,2087.01
63079069,Safety harnesses suitable not for industrial use,Jerman,202005,5.37,67.44
63079069,Safety harnesses suitable not for industrial use,Jerman,202007,45.94,1614.39
63079069,Safety harnesses suitable not for industrial use,Korea Selatan,202004,7012.5,132600
63079069,Safety harnesses suitable not for industrial use,Maladewa,202001,20,300
63079069,Safety harnesses suitable not for industrial use,Malaysia,201906,0.5,13
63079069,Safety harnesses suitable not for industrial use,Malaysia,202001,6.76,53
63079069,Safety harnesses suitable not for industrial use,Malaysia,202002,2,163.9
63079069,Safety harnesses suitable not for industrial use,Malaysia,202007,204,449.54
63079069,Safety harnesses suitable not for industrial use,Perancis,202004,25,64.29
63079069,Safety harnesses suitable not for industrial use,Perancis,202007,1,510.4
63079069,Safety harnesses suitable not for industrial use,Singapura,201902,1.04,3
63079069,Safety harnesses suitable not for industrial use,Singapura,201904,17.42,175
63079069,Safety harnesses suitable not for industrial use,Singapura,201905,1,117.973
63079069,Safety harnesses suitable not for industrial use,Singapura,201907,1.36,99.99
63079069,Safety harnesses suitable not for industrial use,Singapura,201909,12,100
63079069,Safety harnesses suitable not for industrial use,Singapura,201911,1,1
63079069,Safety harnesses suitable not for industrial use,Singapura,202001,109.267,681.62
63079069,Safety harnesses suitable not for industrial use,Singapura,202005,80.09,2432.734
63079069,Safety harnesses suitable not for industrial use,Singapura,202006,21.9,716.25
