Kode HS,Deskripsi HS,Negara Tujuan Ekspor,Periode,Berat (Kg),Nilai (USD)
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Jepang,201901,1,1
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Jepang,201902,1630460,1188698
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Jepang,201907,95150,92068.86
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Jepang,201912,1617121,1179445.99
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Jepang,202007,1578178,1151000.32
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Korea Selatan,202003,37100,44515.25
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Malaysia,201912,32000,38900
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201901,2342377.2,2238997.12
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201902,2077274,1976798.93
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201903,3716281.2,3532480.52
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201904,2725514.8,2591474.06
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201905,2421700.4,2304247.83
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201906,1960276.4,1854327.2
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201907,2075891.6,1939715.92
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201908,5847467.8,4614237.28
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201909,6579585,5192418.9
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201910,7927149.6,6460484.61
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201911,7035233.6,5667771.42
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,201912,5792309,4508094.81
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,202001,4559019,4273121.5
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,202002,2941110,2754643.67
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,202003,3952173,3696450.65
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,202006,304160,285592.69
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Philipina,202007,2870510,2784238.48
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Singapura,201906,37600,38070
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Singapura,201911,32000,39400
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,SOLOMON ISLANDS,201911,12800,14240
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,SOLOMON ISLANDS,202002,12800,14240
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,SOLOMON ISLANDS,202003,25600,28480
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Taiwan,201906,32,30
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,201901,38020,43237.22
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,201903,57030,64857.33
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,201904,57030,64857.33
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,201910,12800,15040
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,201911,38020,39163.88
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,201912,19010,19581.94
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,202001,19010,19481.94
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,202002,44610,48371.86
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Thailand,202007,19010,25844.43
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201901,57030,67781.79
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201902,57030,67781.79
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201903,19010,22593.93
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201904,38020,45187.86
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201905,19010,19458.98
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201906,19010,19458.98
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201907,57030,58379.94
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201908,38020,38920.96
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201909,76040,77841.92
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201910,114060,116762.88
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201911,76040,77841.92
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,201912,38020,38920.96
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,202002,19010,19458.98
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,202003,57030,58379.94
22071000,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,Viet Nam,202007,19010,19458.98
22089010,Medicated samsu of an alcoholic strength by volume not exceeding 40 % vol,Singapura,202004,279,1412
22089099,"oth than samsu, arrack and bitters of an alcoholic strength by volume  exceeding 114 % vol but not exceed 40 % vol",Hongkong,201908,0.63,120
22089099,"oth than samsu, arrack and bitters of an alcoholic strength by volume  exceeding 114 % vol but not exceed 40 % vol",Singapura,201904,6,100.6
22089099,"oth than samsu, arrack and bitters of an alcoholic strength by volume  exceeding 114 % vol but not exceed 40 % vol",Singapura,201907,3,50.4
22089099,"oth than samsu, arrack and bitters of an alcoholic strength by volume  exceeding 114 % vol but not exceed 40 % vol",Singapura,201908,9.42,44.5
22089099,"oth than samsu, arrack and bitters of an alcoholic strength by volume  exceeding 114 % vol but not exceed 40 % vol",Singapura,202007,2,4.2
28044000, Oxygen,Papua Nugini,201902,3250,4261.95
28044000, Oxygen,Papua Nugini,201903,7900,213.498
28044000, Oxygen,Papua Nugini,201904,2500,2546.623
28044000, Oxygen,Papua Nugini,201905,100,259.25
28044000, Oxygen,Papua Nugini,201906,100,258.796
28044000, Oxygen,Papua Nugini,201907,1000,11686.799
28044000, Oxygen,Papua Nugini,201909,2500,11025
28044000, Oxygen,Papua Nugini,201910,550,293.837
28044000, Oxygen,Papua Nugini,201911,2550,3162.248
28044000, Oxygen,Papua Nugini,202001,50,483.712
28044000, Oxygen,Papua Nugini,202003,60,220
28044000, Oxygen,Singapura,201901,24635,1897.591
28044000, Oxygen,Singapura,201902,17600,1418.281
28044000, Oxygen,Singapura,201903,19690,1586.559
28044000, Oxygen,Singapura,201904,25300,2035.365
28044000, Oxygen,Singapura,201905,12000,875.498
28044000, Oxygen,Singapura,201906,35120,4546.302
28044000, Oxygen,Singapura,201907,69850,11504.498
28044000, Oxygen,Singapura,201908,37020,3359.646
28044000, Oxygen,Singapura,201909,38520,2790.453
28044000, Oxygen,Singapura,201910,41200,5214.545
28044000, Oxygen,Singapura,201911,40026,3666.827
28044000, Oxygen,Singapura,201912,36000,2652.141
28044000, Oxygen,Singapura,202001,27650,2054.222
28044000, Oxygen,Singapura,202002,18485,1726.966
28044000, Oxygen,Singapura,202003,34800,2528.552
28044000, Oxygen,Singapura,202004,10320,724.464
28044000, Oxygen,Singapura,202005,3000,211.568
28044000, Oxygen,Singapura,202006,4800,344.441
28044000, Oxygen,Singapura,202007,3000,216.066
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Bangladesh,201901,20400,11954
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Bangladesh,201903,23800,8746
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,201902,571200,220473.6
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,201903,676200,254084
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,201904,142800,56832
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,201909,47600,15837.7
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,201910,261800,104192
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,201911,172000,78000
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,201912,230400,103200
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,202003,96000,45689.6
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",India,202005,142800,51120
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,201902,18000,13831.019
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,201906,18000,13641.007
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,201909,18000,13813.08
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,201912,36000,28038.692
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,202001,18000,14234.886
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,202003,18000,15018.548
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,202004,18000,13867.697
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,202005,36000,25387.141
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Jepang,202006,18000,13413.932
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201901,36800,19412
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201902,537810,189652
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201903,589820,200538.8
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201904,159230,60870.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201905,479160,162914.4
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201906,318000,114852
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201907,436110,155009.4
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201908,431120,155014.4
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201909,401170,154624.9
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201910,503930,192646.1
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201911,184170,68142.9
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,201912,71310,26384.7
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,202001,116160,49171.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,202003,720,764.88
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,202004,18000,12852
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Malaysia,202007,6392,7280.43
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Philipina,201908,47600,19164.84
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Philipina,201911,47600,18864.84
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Philipina,201912,47600,18864.84
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Philipina,202001,47600,18389.12
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201901,36800,22227.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201903,21340,12908.86
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201904,56300,34024.7
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201905,54000,32616
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201906,57000,34467
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201907,18400,11113.6
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201908,57400,34708.6
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201909,57400,34708.6
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201910,75800,45822.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201911,36800,22227.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,201912,18400,11113.6
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,202001,18400,11113.6
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,202002,37900,22911.1
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,202003,36800,22227.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,202004,36800,22227.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,202006,36800,22227.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Singapura,202007,36800,22227.2
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Taiwan,201912,19500,12090
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Taiwan,202003,19500,12090
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Taiwan,202004,39000,24180
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Taiwan,202005,19500,12090
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Taiwan,202006,19500,12090
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Thailand,201905,112200,60588
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Viet Nam,201905,25000,9375
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Viet Nam,201911,71400,29666.85
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Viet Nam,201912,47600,19778.4
28470010,"Hydrogen peroxide, whether or not solidified with urea. In liquid form",Viet Nam,202001,47600,19778.4
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Afrika Selatan,201911,405820,195318.1
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Afrika Selatan,201912,127240,61268.38
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Afrika Selatan,202001,255700,123207.15
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Afrika Selatan,202006,122380,53979.3
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201901,851955,377400.371
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201902,1332650,600264.287
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201903,596580,266493.362
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201904,783605,345963.526
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201905,1297150,561124.239
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201906,807355,349606.998
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201907,1252970,554747.695
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201908,905060,381538.926
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201909,749730,326738.279
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201910,869605,378820.666
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201911,935170,407674.492
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,201912,826190,353800.888
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,202001,845130,376429.528
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,202002,1084450,431338.698
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,202003,763495,286661.163
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,202004,1112170,428737.714
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,202005,380985,157542.606
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,202006,1239185,562884.583
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Australia,202007,735895,352187.774
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201901,321450,119270.43
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201903,365620,162739.18
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201904,406920,157057.27
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201905,285460,113512.98
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201906,122170,53896.97
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201907,365990,159680.08
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201908,194670,84092.42
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201909,414410,178101.5
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201910,294180,129807.4
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201911,195480,67721.02
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,201912,292030,106220.94
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,202001,245550,86148.31
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,202002,142080,46753.36
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,202003,147230,51283.64
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,202004,145890,46522.48
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,202005,195390,69192.96
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,202006,269880,91136.4
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",India,202007,172020,59925.25
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Korea Selatan,201910,0.5,10
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201901,182810,109204.2
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201902,43670,19313.09
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201903,147880,67704.51
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201904,151570,69349.95
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201906,20400,9196.26
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201907,40830,20865.97
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201908,20400,8319.5
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201909,41970,18561.26
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201910,61310,28515.92
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201911,62290,28948.45
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,201912,72970,32271.04
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,202001,61200,24958.49
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,202002,61300,27115.42
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,202003,20400,7604.5
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,202006,20410,10430.43
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Malaysia,202007,40760,20776.78
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Mauritius,201911,95200,39984
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,201901,73590,44959.58
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,201903,122610,74906.66
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,201904,73490,30219.43
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,201906,239400,98680.28
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,201907,97840,39228.08
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,201908,72810,29170.38
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,201909,49012,19595.67
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Philipina,202006,480,140.746
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201901,76370,32095.81
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201902,58800,27899.13
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201903,19200,7552.67
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201904,97390,47518.02
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201905,58800,27899.13
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201906,79200,40692.92
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201907,138000,68592.04
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201908,98400,48245.58
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201909,99000,50866.15
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201910,77680,34995.26
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201911,79200,40692.92
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,201912,177600,88938.51
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,202001,158400,81385.84
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,202002,99000,50866.15
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,202003,197400,99111.71
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,202004,178200,91559.06
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,202005,99000,51156.14
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,202006,117100,58129
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Singapura,202007,158400,81530.83
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Turki,202004,108000,43459.43
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Turki,202005,108000,43459.43
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Turki,202006,43200,17383.77
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Viet Nam,201904,20400,8908.01
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Viet Nam,201908,20400.5,8811.06
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Viet Nam,201910,480,1575.04
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Viet Nam,201911,3600,1556
28470090,"Hydrogen peroxide, whether or not solidified with urea. Oth than liquid form",Viet Nam,202007,331487.5,159367.61
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Hongkong,202002,10552,112357.765
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),India,201906,480,1380
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),India,202003,2720,6500.8
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),India,202004,2400,5736
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),India,202006,3200,8552.38
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Jepang,201902,8.074,19.941
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Jepang,201906,0.2,170.53
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Singapura,201903,13000,3840.829
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Singapura,201908,6336,8236.8
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Singapura,202001,75.83,1252.47
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Singapura,202003,0.7,0.5
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Singapura,202005,2944,3932.393
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Singapura,202006,18,14.352
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Singapura,202007,6,4
29051200,Propan-1-ol (propyl alcohol) & propan-2-ol (isopropyl alcohol),Viet Nam,202006,25600,37888
29182100,Salicylic acid & its salts,Cina,201910,4000,17211.2
29182100,Salicylic acid & its salts,Philipina,201901,900,8415
29182100,Salicylic acid & its salts,Philipina,201903,800,7700
30049010,Transdermal therapeutic system patches for the treatment of cancer or heart diseases,Singapura,201901,1023.82,446644.434
30049010,Transdermal therapeutic system patches for the treatment of cancer or heart diseases,Singapura,201904,361.022,199399.249
30049010,Transdermal therapeutic system patches for the treatment of cancer or heart diseases,Singapura,202003,278.298,114827.7
30049010,Transdermal therapeutic system patches for the treatment of cancer or heart diseases,Singapura,202004,1007.602,323300.781
30049010,Transdermal therapeutic system patches for the treatment of cancer or heart diseases,Singapura,202007,501.141,203161.472
30049010,Transdermal therapeutic system patches for the treatment of cancer or heart diseases,Thailand,202004,45.166,22580.63
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Denmark,201904,100,36926.848
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Malaysia,202006,115.2,451.907
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Malaysia,202007,2.8,130.41
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Papua Nugini,201912,512.12,15580
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Papua Nugini,202006,206.04,5941
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Singapura,201901,1,10
30049020,"Closed sterile water for inhalation, pharmaceutical grade",Srilanka,201901,2350,33960
