kabid,year,umk,prov,kabname,provname,rerata,minimum,maximum,PPPC,inflation,PPP,meanP,minP,maxP
3101,2002,591300,31,KEPULAUAN SERIBU,DKI Jakarta,591300,591300,591300,1614.8624,11.900118,366.16122,366.16122,366.16122,366.16122
3101,2003,631600,31,KEPULAUAN SERIBU,DKI Jakarta,631600,631600,631600,1672.4185,6.7573171,377.65668,377.65668,377.65668,377.65668
3101,2004,671600,31,KEPULAUAN SERIBU,DKI Jakarta,671600,671600,671600,1767.8287,6.0640597,379.90106,379.90106,379.90106,379.90106
3101,2005,711843,31,KEPULAUAN SERIBU,DKI Jakarta,711843,711843,711843,1960.1332,10.453198,363.16052,363.16052,363.16052,363.16052
3101,2006,819100,31,KEPULAUAN SERIBU,DKI Jakarta,819100,819100,819100,2170.5793,13.108672,377.36469,377.36469,377.36469,377.36469
3101,2007,900560,31,KEPULAUAN SERIBU,DKI Jakarta,900560,900560,900560,2351.7803,6.4065628,382.92694,382.92694,382.92694,382.92694
3101,2008,972604,31,KEPULAUAN SERIBU,DKI Jakarta,972604,972604,972604,2725.606,10.226665,356.83954,356.83954,356.83954,356.83954
3101,2009,1069865,31,KEPULAUAN SERIBU,DKI Jakarta,1069865,1069865,1069865,2928.8152,4.3864155,365.28934,365.28934,365.28934,365.28934
3101,2010,1118009,31,KEPULAUAN SERIBU,DKI Jakarta,1118009,1118009,1118009,3336.9939,5.1342039,335.03479,335.03479,335.03479,335.03479
3101,2011,1290000,31,KEPULAUAN SERIBU,DKI Jakarta,1290000,1290000,1290000,3512.7539,5.3560476,367.23325,367.23325,367.23325,367.23325
3101,2012,1529150,31,KEPULAUAN SERIBU,DKI Jakarta,1529150,1529150,1529150,3569.8926,4.2795,428.34622,428.34622,428.34622,428.34622
3101,2013,2200000,31,KEPULAUAN SERIBU,DKI Jakarta,2200000,2200000,2200000,3765.6719,6.4130001,584.2251,584.2251,584.2251,584.2251
3101,2014,2441000,31,KEPULAUAN SERIBU,DKI Jakarta,2441000,2441000,2441000,4030.7747,6.395,605.59076,605.59076,605.59076,605.59076
3171,2002,591300,31,KODYA JAKARTA SELATAN,DKI Jakarta,591300,591300,591300,1614.8624,11.900118,366.16122,366.16122,366.16122,366.16122
3171,2003,631600,31,KODYA JAKARTA SELATAN,DKI Jakarta,631600,631600,631600,1672.4185,6.7573171,377.65668,377.65668,377.65668,377.65668
3171,2004,671600,31,KODYA JAKARTA SELATAN,DKI Jakarta,671600,671600,671600,1767.8287,6.0640597,379.90106,379.90106,379.90106,379.90106
3171,2005,711843,31,KODYA JAKARTA SELATAN,DKI Jakarta,711843,711843,711843,1960.1332,10.453198,363.16052,363.16052,363.16052,363.16052
3171,2006,819100,31,KODYA JAKARTA SELATAN,DKI Jakarta,819100,819100,819100,2170.5793,13.108672,377.36469,377.36469,377.36469,377.36469
3171,2007,900560,31,KODYA JAKARTA SELATAN,DKI Jakarta,900560,900560,900560,2351.7803,6.4065628,382.92694,382.92694,382.92694,382.92694
3171,2008,972604,31,KODYA JAKARTA SELATAN,DKI Jakarta,972604,972604,972604,2725.606,10.226665,356.83954,356.83954,356.83954,356.83954
3171,2009,1069865,31,KODYA JAKARTA SELATAN,DKI Jakarta,1069865,1069865,1069865,2928.8152,4.3864155,365.28934,365.28934,365.28934,365.28934
3171,2010,1118009,31,KODYA JAKARTA SELATAN,DKI Jakarta,1118009,1118009,1118009,3336.9939,5.1342039,335.03479,335.03479,335.03479,335.03479
3171,2011,1290000,31,KODYA JAKARTA SELATAN,DKI Jakarta,1290000,1290000,1290000,3512.7539,5.3560476,367.23325,367.23325,367.23325,367.23325
3171,2012,1529150,31,KODYA JAKARTA SELATAN,DKI Jakarta,1529150,1529150,1529150,3569.8926,4.2795,428.34622,428.34622,428.34622,428.34622
3171,2013,2200000,31,KODYA JAKARTA SELATAN,DKI Jakarta,2200000,2200000,2200000,3765.6719,6.4130001,584.2251,584.2251,584.2251,584.2251
3171,2014,2441000,31,KODYA JAKARTA SELATAN,DKI Jakarta,2441000,2441000,2441000,4030.7747,6.395,605.59076,605.59076,605.59076,605.59076
3172,2002,591300,31,KODYA JAKARTA TIMUR,DKI Jakarta,591300,591300,591300,1614.8624,11.900118,366.16122,366.16122,366.16122,366.16122
3172,2003,631600,31,KODYA JAKARTA TIMUR,DKI Jakarta,631600,631600,631600,1672.4185,6.7573171,377.65668,377.65668,377.65668,377.65668
3172,2004,671600,31,KODYA JAKARTA TIMUR,DKI Jakarta,671600,671600,671600,1767.8287,6.0640597,379.90106,379.90106,379.90106,379.90106
3172,2005,711843,31,KODYA JAKARTA TIMUR,DKI Jakarta,711843,711843,711843,1960.1332,10.453198,363.16052,363.16052,363.16052,363.16052
3172,2006,819100,31,KODYA JAKARTA TIMUR,DKI Jakarta,819100,819100,819100,2170.5793,13.108672,377.36469,377.36469,377.36469,377.36469
3172,2007,900560,31,KODYA JAKARTA TIMUR,DKI Jakarta,900560,900560,900560,2351.7803,6.4065628,382.92694,382.92694,382.92694,382.92694
3172,2008,972604,31,KODYA JAKARTA TIMUR,DKI Jakarta,972604,972604,972604,2725.606,10.226665,356.83954,356.83954,356.83954,356.83954
3172,2009,1069865,31,KODYA JAKARTA TIMUR,DKI Jakarta,1069865,1069865,1069865,2928.8152,4.3864155,365.28934,365.28934,365.28934,365.28934
3172,2010,1118009,31,KODYA JAKARTA TIMUR,DKI Jakarta,1118009,1118009,1118009,3336.9939,5.1342039,335.03479,335.03479,335.03479,335.03479
3172,2011,1290000,31,KODYA JAKARTA TIMUR,DKI Jakarta,1290000,1290000,1290000,3512.7539,5.3560476,367.23325,367.23325,367.23325,367.23325
3172,2012,1529150,31,KODYA JAKARTA TIMUR,DKI Jakarta,1529150,1529150,1529150,3569.8926,4.2795,428.34622,428.34622,428.34622,428.34622
3172,2013,2200000,31,KODYA JAKARTA TIMUR,DKI Jakarta,2200000,2200000,2200000,3765.6719,6.4130001,584.2251,584.2251,584.2251,584.2251
3172,2014,2441000,31,KODYA JAKARTA TIMUR,DKI Jakarta,2441000,2441000,2441000,4030.7747,6.395,605.59076,605.59076,605.59076,605.59076
3173,2002,591300,31,KODYA JAKARTA PUSAT,DKI Jakarta,591300,591300,591300,1614.8624,11.900118,366.16122,366.16122,366.16122,366.16122
3173,2003,631600,31,KODYA JAKARTA PUSAT,DKI Jakarta,631600,631600,631600,1672.4185,6.7573171,377.65668,377.65668,377.65668,377.65668
3173,2004,671600,31,KODYA JAKARTA PUSAT,DKI Jakarta,671600,671600,671600,1767.8287,6.0640597,379.90106,379.90106,379.90106,379.90106
3173,2005,711843,31,KODYA JAKARTA PUSAT,DKI Jakarta,711843,711843,711843,1960.1332,10.453198,363.16052,363.16052,363.16052,363.16052
3173,2006,819100,31,KODYA JAKARTA PUSAT,DKI Jakarta,819100,819100,819100,2170.5793,13.108672,377.36469,377.36469,377.36469,377.36469
3173,2007,900560,31,KODYA JAKARTA PUSAT,DKI Jakarta,900560,900560,900560,2351.7803,6.4065628,382.92694,382.92694,382.92694,382.92694
3173,2008,972604,31,KODYA JAKARTA PUSAT,DKI Jakarta,972604,972604,972604,2725.606,10.226665,356.83954,356.83954,356.83954,356.83954
3173,2009,1069865,31,KODYA JAKARTA PUSAT,DKI Jakarta,1069865,1069865,1069865,2928.8152,4.3864155,365.28934,365.28934,365.28934,365.28934
3173,2010,1118009,31,KODYA JAKARTA PUSAT,DKI Jakarta,1118009,1118009,1118009,3336.9939,5.1342039,335.03479,335.03479,335.03479,335.03479
3173,2011,1290000,31,KODYA JAKARTA PUSAT,DKI Jakarta,1290000,1290000,1290000,3512.7539,5.3560476,367.23325,367.23325,367.23325,367.23325
3173,2012,1529150,31,KODYA JAKARTA PUSAT,DKI Jakarta,1529150,1529150,1529150,3569.8926,4.2795,428.34622,428.34622,428.34622,428.34622
3173,2013,2200000,31,KODYA JAKARTA PUSAT,DKI Jakarta,2200000,2200000,2200000,3765.6719,6.4130001,584.2251,584.2251,584.2251,584.2251
3173,2014,2441000,31,KODYA JAKARTA PUSAT,DKI Jakarta,2441000,2441000,2441000,4030.7747,6.395,605.59076,605.59076,605.59076,605.59076
3174,2002,591300,31,KODYA JAKARTA BARAT,DKI Jakarta,591300,591300,591300,1614.8624,11.900118,366.16122,366.16122,366.16122,366.16122
3174,2003,631600,31,KODYA JAKARTA BARAT,DKI Jakarta,631600,631600,631600,1672.4185,6.7573171,377.65668,377.65668,377.65668,377.65668
3174,2004,671600,31,KODYA JAKARTA BARAT,DKI Jakarta,671600,671600,671600,1767.8287,6.0640597,379.90106,379.90106,379.90106,379.90106
3174,2005,711843,31,KODYA JAKARTA BARAT,DKI Jakarta,711843,711843,711843,1960.1332,10.453198,363.16052,363.16052,363.16052,363.16052
3174,2006,819100,31,KODYA JAKARTA BARAT,DKI Jakarta,819100,819100,819100,2170.5793,13.108672,377.36469,377.36469,377.36469,377.36469
3174,2007,900560,31,KODYA JAKARTA BARAT,DKI Jakarta,900560,900560,900560,2351.7803,6.4065628,382.92694,382.92694,382.92694,382.92694
3174,2008,972604,31,KODYA JAKARTA BARAT,DKI Jakarta,972604,972604,972604,2725.606,10.226665,356.83954,356.83954,356.83954,356.83954
3174,2009,1069865,31,KODYA JAKARTA BARAT,DKI Jakarta,1069865,1069865,1069865,2928.8152,4.3864155,365.28934,365.28934,365.28934,365.28934
3174,2010,1118009,31,KODYA JAKARTA BARAT,DKI Jakarta,1118009,1118009,1118009,3336.9939,5.1342039,335.03479,335.03479,335.03479,335.03479
3174,2011,1290000,31,KODYA JAKARTA BARAT,DKI Jakarta,1290000,1290000,1290000,3512.7539,5.3560476,367.23325,367.23325,367.23325,367.23325
3174,2012,1529150,31,KODYA JAKARTA BARAT,DKI Jakarta,1529150,1529150,1529150,3569.8926,4.2795,428.34622,428.34622,428.34622,428.34622
3174,2013,2200000,31,KODYA JAKARTA BARAT,DKI Jakarta,2200000,2200000,2200000,3765.6719,6.4130001,584.2251,584.2251,584.2251,584.2251
3174,2014,2441000,31,KODYA JAKARTA BARAT,DKI Jakarta,2441000,2441000,2441000,4030.7747,6.395,605.59076,605.59076,605.59076,605.59076
3175,2002,591300,31,KODYA JAKARTA UTARA,DKI Jakarta,591300,591300,591300,1614.8624,11.900118,366.16122,366.16122,366.16122,366.16122
3175,2003,631600,31,KODYA JAKARTA UTARA,DKI Jakarta,631600,631600,631600,1672.4185,6.7573171,377.65668,377.65668,377.65668,377.65668
3175,2004,671600,31,KODYA JAKARTA UTARA,DKI Jakarta,671600,671600,671600,1767.8287,6.0640597,379.90106,379.90106,379.90106,379.90106
3175,2005,711843,31,KODYA JAKARTA UTARA,DKI Jakarta,711843,711843,711843,1960.1332,10.453198,363.16052,363.16052,363.16052,363.16052
3175,2006,819100,31,KODYA JAKARTA UTARA,DKI Jakarta,819100,819100,819100,2170.5793,13.108672,377.36469,377.36469,377.36469,377.36469
3175,2007,900560,31,KODYA JAKARTA UTARA,DKI Jakarta,900560,900560,900560,2351.7803,6.4065628,382.92694,382.92694,382.92694,382.92694
3175,2008,972604,31,KODYA JAKARTA UTARA,DKI Jakarta,972604,972604,972604,2725.606,10.226665,356.83954,356.83954,356.83954,356.83954
3175,2009,1069865,31,KODYA JAKARTA UTARA,DKI Jakarta,1069865,1069865,1069865,2928.8152,4.3864155,365.28934,365.28934,365.28934,365.28934
3175,2010,1118009,31,KODYA JAKARTA UTARA,DKI Jakarta,1118009,1118009,1118009,3336.9939,5.1342039,335.03479,335.03479,335.03479,335.03479
3175,2011,1290000,31,KODYA JAKARTA UTARA,DKI Jakarta,1290000,1290000,1290000,3512.7539,5.3560476,367.23325,367.23325,367.23325,367.23325
3175,2012,1529150,31,KODYA JAKARTA UTARA,DKI Jakarta,1529150,1529150,1529150,3569.8926,4.2795,428.34622,428.34622,428.34622,428.34622
3175,2013,2200000,31,KODYA JAKARTA UTARA,DKI Jakarta,2200000,2200000,2200000,3765.6719,6.4130001,584.2251,584.2251,584.2251,584.2251
3175,2014,2441000,31,KODYA JAKARTA UTARA,DKI Jakarta,2441000,2441000,2441000,4030.7747,6.395,605.59076,605.59076,605.59076,605.59076
3201,2002,576169,32,BOGOR,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,356.79138,254.1405,174.00864,358.64914
3201,2003,576169,32,BOGOR,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,344.51245,268.50952,191.93761,377.29791
3201,2004,639325,32,BOGOR,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,361.6442,279.17319,207.59929,378.996
3201,2005,689500,32,BOGOR,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,351.76181,270.63251,208.40421,362.22028
3201,2006,737000,32,BOGOR,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,339.54068,282.53094,207.31792,379.63412
3201,2007,800800,32,BOGOR,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,340.508,294.60043,219.83347,391.40561
3201,2008,873231,32,BOGOR,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,320.38049,275.9946,209.12781,363.22198
3201,2009,991714,32,BOGOR,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,338.60587,286.03961,215.10405,371.82272
3201,2010,1056914,32,BOGOR,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,316.72638,271.89667,201.22902,350.3075
3201,2011,1172060,32,BOGOR,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,333.65845,279.36676,208.38351,366.21439
3201,2012,1269320,32,BOGOR,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,355.56253,298.23441,218.49397,417.90222
3201,2013,2002000,32,BOGOR,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,531.64484,359.73282,225.72333,557.66943
3201,2014,2242240,32,BOGOR,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,556.28015,407.93878,248.09126,607.19098
3202,2002,281000,32,SUKABUMI,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,174.00864,254.1405,174.00864,358.64914
3202,2003,321000,32,SUKABUMI,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,191.93761,268.50952,191.93761,377.29791
3202,2004,367000,32,SUKABUMI,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,207.59929,279.17319,207.59929,378.996
3202,2005,408500,32,SUKABUMI,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,208.40421,270.63251,208.40421,362.22028
3202,2006,450000,32,SUKABUMI,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,207.31792,282.53094,207.31792,379.63412
3202,2007,520000,32,SUKABUMI,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,221.10909,294.60043,219.83347,391.40561
3202,2008,571500,32,SUKABUMI,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,209.67815,275.9946,209.12781,363.22198
3202,2009,630000,32,SUKABUMI,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,215.10405,286.03961,215.10405,371.82272
3202,2010,671500,32,SUKABUMI,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,201.22902,271.89667,201.22902,350.3075
3202,2011,850000,32,SUKABUMI,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,241.97539,279.36676,208.38351,366.21439
3202,2012,885000,32,SUKABUMI,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,247.90662,298.23441,218.49397,417.90222
3202,2013,1201020,32,SUKABUMI,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,318.93909,359.73282,225.72333,557.66943
3202,2014,1565922,32,SUKABUMI,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,388.49158,407.93878,248.09126,607.19098
3203,2002,300000,32,CIANJUR,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,185.77434,254.1405,174.00864,358.64914
3203,2003,330000,32,CIANJUR,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,197.31903,268.50952,191.93761,377.29791
3203,2004,370000,32,CIANJUR,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,209.2963,279.17319,207.59929,378.996
3203,2005,410000,32,CIANJUR,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,209.16946,270.63251,208.40421,362.22028
3203,2006,470000,32,CIANJUR,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,216.53206,282.53094,207.31792,379.63412
3203,2007,550000,32,CIANJUR,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,233.86539,294.60043,219.83347,391.40561
3203,2008,616000,32,CIANJUR,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,226.00479,275.9946,209.12781,363.22198
3203,2009,677600,32,CIANJUR,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,231.35635,286.03961,215.10405,371.82272
3203,2010,743500,32,CIANJUR,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,222.80533,271.89667,201.22902,350.3075
3203,2011,810500,32,CIANJUR,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,230.73065,279.36676,208.38351,366.21439
3203,2012,876500,32,CIANJUR,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,245.52559,298.23441,218.49397,417.90222
3203,2013,970000,32,CIANJUR,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,257.59015,359.73282,225.72333,557.66943
3203,2014,1500000,32,CIANJUR,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,372.1369,407.93878,248.09126,607.19098
3204,2002,470500,32,BANDUNG,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,291.35608,254.1405,174.00864,358.64914
3204,2003,537500,32,BANDUNG,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,321.39087,268.50952,191.93761,377.29791
3204,2004,562428,32,BANDUNG,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,318.14621,279.17319,207.59929,378.996
3204,2005,601000,32,BANDUNG,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,306.61182,270.63251,208.40421,362.22028
3204,2006,710000,32,BANDUNG,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,327.10162,282.53094,207.31792,379.63412
3204,2007,820280,32,BANDUNG,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,348.79108,294.60043,219.83347,391.40561
3204,2008,895980,32,BANDUNG,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,328.7269,275.9946,209.12781,363.22198
3204,2009,1000950,32,BANDUNG,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,341.75937,286.03961,215.10405,371.82272
3204,2010,1060500,32,BANDUNG,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,317.80099,271.89667,201.22902,350.3075
3204,2011,1123800,32,BANDUNG,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,319.91992,279.36676,208.38351,366.21439
3204,2012,1223800,32,BANDUNG,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,342.81143,298.23441,218.49397,417.90222
3204,2013,1388333,32,BANDUNG,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,368.68137,359.73282,225.72333,557.66943
3204,2014,1735473,32,BANDUNG,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,430.55569,407.93878,248.09126,607.19098
3205,2002,385000,32,GARUT,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,238.4104,254.1405,174.00864,358.64914
3205,2003,327000,32,GARUT,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,195.52522,268.50952,191.93761,377.29791
3205,2004,380000,32,GARUT,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,214.95294,279.17319,207.59929,378.996
3205,2005,413000,32,GARUT,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,210.69997,270.63251,208.40421,362.22028
3205,2006,465000,32,GARUT,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,214.22852,282.53094,207.31792,379.63412
3205,2007,525450,32,GARUT,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,223.42648,294.60043,219.83347,391.40561
3205,2008,588500,32,GARUT,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,215.91528,275.9946,209.12781,363.22198
3205,2009,660000,32,GARUT,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,225.34709,286.03961,215.10405,371.82272
3205,2010,735000,32,GARUT,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,220.25812,271.89667,201.22902,350.3075
3205,2011,802000,32,GARUT,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,228.3109,279.36676,208.38351,366.21439
3205,2012,880000,32,GARUT,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,246.50601,298.23441,218.49397,417.90222
3205,2013,965000,32,GARUT,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,256.26236,359.73282,225.72333,557.66943
3205,2014,1085000,32,GARUT,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,269.17902,407.93878,248.09126,607.19098
3206,2002,290000,32,TASIKMALAYA,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,179.58186,254.1405,174.00864,358.64914
3206,2003,345000,32,TASIKMALAYA,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,206.28809,268.50952,191.93761,377.29791
3206,2004,385000,32,TASIKMALAYA,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,217.78128,279.17319,207.59929,378.996
3206,2005,415000,32,TASIKMALAYA,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,211.72031,270.63251,208.40421,362.22028
3206,2006,498000,32,TASIKMALAYA,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,229.43184,282.53094,207.31792,379.63412
3206,2007,565000,32,TASIKMALAYA,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,240.24353,294.60043,219.83347,391.40561
3206,2008,621500,32,TASIKMALAYA,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,228.02269,275.9946,209.12781,363.22198
3206,2009,700000,32,TASIKMALAYA,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,239.0045,286.03961,215.10405,371.82272
3206,2010,775000,32,TASIKMALAYA,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,232.24495,271.89667,201.22902,350.3075
3206,2011,860000,32,TASIKMALAYA,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,244.82216,279.36676,208.38351,366.21439
3206,2012,946000,32,TASIKMALAYA,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,264.99396,298.23441,218.49397,417.90222
3206,2013,1035000,32,TASIKMALAYA,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,274.85135,359.73282,225.72333,557.66943
3206,2014,1279329,32,TASIKMALAYA,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,317.39035,407.93878,248.09126,607.19098
3207,2002,283500,32,CIAMIS,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,175.55675,254.1405,174.00864,358.64914
3207,2003,337000,32,CIAMIS,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,201.50459,268.50952,191.93761,377.29791
3207,2004,367500,32,CIAMIS,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,207.88213,279.17319,207.59929,378.996
3207,2005,408500,32,CIAMIS,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,208.40421,270.63251,208.40421,362.22028
3207,2006,457500,32,CIAMIS,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,210.77322,282.53094,207.31792,379.63412
3207,2007,526000,32,CIAMIS,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,223.66035,294.60043,219.83347,391.40561
3207,2008,573146,32,CIAMIS,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,210.28204,275.9946,209.12781,363.22198
3207,2009,636195,32,CIAMIS,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,217.21924,286.03961,215.10405,371.82272
3207,2010,699815,32,CIAMIS,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,209.7142,271.89667,201.22902,350.3075
3207,2011,741800,32,CIAMIS,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,211.17334,279.36676,208.38351,366.21439
3207,2012,793750,32,CIAMIS,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,222.34563,298.23441,218.49397,417.90222
3207,2013,854075,32,CIAMIS,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,226.80548,359.73282,225.72333,557.66943
3207,2014,1040928,32,CIAMIS,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,258.24515,407.93878,248.09126,607.19098
3208,2002,281000,32,KUNINGAN,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,174.00864,254.1405,174.00864,358.64914
3208,2003,325000,32,KUNINGAN,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,194.32936,268.50952,191.93761,377.29791
3208,2004,370000,32,KUNINGAN,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,209.2963,279.17319,207.59929,378.996
3208,2005,410000,32,KUNINGAN,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,209.16946,270.63251,208.40421,362.22028
3208,2006,450000,32,KUNINGAN,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,207.31792,282.53094,207.31792,379.63412
3208,2007,517500,32,KUNINGAN,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,220.04607,294.60043,219.83347,391.40561
3208,2008,572000,32,KUNINGAN,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,209.86159,275.9946,209.12781,363.22198
3208,2009,634500,32,KUNINGAN,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,216.6405,286.03961,215.10405,371.82272
3208,2010,700000,32,KUNINGAN,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,209.76964,271.89667,201.22902,350.3075
3208,2011,749000,32,KUNINGAN,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,213.22302,279.36676,208.38351,366.21439
3208,2012,805000,32,KUNINGAN,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,225.49698,298.23441,218.49397,417.90222
3208,2013,857000,32,KUNINGAN,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,227.58223,359.73282,225.72333,557.66943
3208,2014,1002000,32,KUNINGAN,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,248.58745,407.93878,248.09126,607.19098
3209,2002,487827,32,CIREBON,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,302.08578,254.1405,174.00864,358.64914
3209,2003,370000,32,CIREBON,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,221.2365,268.50952,191.93761,377.29791
3209,2004,415000,32,CIREBON,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,234.75125,279.17319,207.59929,378.996
3209,2005,457500,32,CIREBON,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,233.40251,270.63251,208.40421,362.22028
3209,2006,526125,32,CIREBON,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,242.38921,282.53094,207.31792,379.63412
3209,2007,600000,32,CIREBON,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,255.12587,294.60043,219.83347,391.40561
3209,2008,661000,32,CIREBON,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,242.51488,275.9946,209.12781,363.22198
3209,2009,746000,32,CIREBON,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,254.71051,286.03961,215.10405,371.82272
3209,2010,825000,32,CIREBON,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,247.2285,271.89667,201.22902,350.3075
