kabid,year,umk,prov,kabname,provname,rerata,minimum,maximum,PPPC,inflation,PPP,meanP,minP,maxP
3603,2003,628675,36,TANGERANG,Banten,575492.69,475000,635000,1672.4185,6.7573171,375.90771,344.10806,284.01984,379.68967
3603,2004,660000,36,TANGERANG,Banten,618000,515000,673000,1767.8287,6.0640597,373.33932,349.58136,291.31781,380.69299
3603,2005,693500,36,TANGERANG,Banten,662500,585000,713000,1960.1332,10.453198,353.80249,337.98724,298.4491,363.75079
3603,2006,800000,36,TANGERANG,Banten,792000,750000,836000,2170.5793,13.108672,368.56519,364.87955,345.52988,385.15063
3603,2007,882500,36,TANGERANG,Banten,858718.75,786000,905000,2351.7803,6.4065628,375.24765,365.13562,334.2149,384.81485
3603,2008,953850,36,TANGERANG,Banten,921879,840000,971400,2725.606,10.226665,349.95886,338.229,308.18835,356.39783
3603,2009,1055000,36,TANGERANG,Banten,1021306.3,918000,1099000,2928.8152,4.3864155,360.21393,348.70969,313.43732,375.23706
3603,2010,1117245,36,TANGERANG,Banten,1076156.8,959500,1174000,3336.9939,5.1342039,334.80582,322.49286,287.53424,351.81366
3603,2011,1285000,36,TANGERANG,Banten,1182137.5,1007500,1290000,3512.7539,5.3560476,365.80984,336.52728,286.81201,367.23325
3603,2012,1527000,36,TANGERANG,Banten,1322162.5,1047800,1527000,3569.8926,4.2795,427.74396,370.36478,293.51022,427.74396
3603,2013,2200000,36,TANGERANG,Banten,1881368.3,1182000,2203000,3765.6719,6.4130001,584.2251,499.61026,313.88821,585.02179
3603,2014,2442000,36,TANGERANG,Banten,2148162.5,1418000,2444301,4030.7747,6.395,605.83887,532.94037,351.79343,606.40973
3604,2002,510803,36,SERANG,Banten,497633.84,360000,590000,1614.8624,11.900118,316.31363,308.15866,222.92921,365.3562
3604,2003,605606,36,SERANG,Banten,575492.69,475000,635000,1672.4185,6.7573171,362.11392,344.10806,284.01984,379.68967
3604,2004,650000,36,SERANG,Banten,618000,515000,673000,1767.8287,6.0640597,367.68268,349.58136,291.31781,380.69299
3604,2005,690000,36,SERANG,Banten,662500,585000,713000,1960.1332,10.453198,352.01691,337.98724,298.4491,363.75079
3604,2006,796000,36,SERANG,Banten,792000,750000,836000,2170.5793,13.108672,366.72238,364.87955,345.52988,385.15063
3604,2007,869000,36,SERANG,Banten,858718.75,786000,905000,2351.7803,6.4065628,369.50729,365.13562,334.2149,384.81485
3604,2008,927500,36,SERANG,Banten,921879,840000,971400,2725.606,10.226665,340.29129,338.229,308.18835,356.39783
3604,2009,1030000,36,SERANG,Banten,1021306.3,918000,1099000,2928.8152,4.3864155,351.67804,348.70969,313.43732,375.23706
3604,2010,1101000,36,SERANG,Banten,1076156.8,959500,1174000,3336.9939,5.1342039,329.93768,322.49286,287.53424,351.81366
3604,2011,1189600,36,SERANG,Banten,1182137.5,1007500,1290000,3512.7539,5.3560476,338.65167,336.52728,286.81201,367.23325
3604,2012,1320500,36,SERANG,Banten,1322162.5,1047800,1527000,3569.8926,4.2795,369.89908,370.36478,293.51022,427.74396
3604,2013,2080000,36,SERANG,Banten,1881368.3,1182000,2203000,3765.6719,6.4130001,552.35828,499.61026,313.88821,585.02179
3604,2014,2340000,36,SERANG,Banten,2148162.5,1418000,2444301,4030.7747,6.395,580.53357,532.94037,351.79343,606.40973
3671,2002,590000,36,KOTA TANGERANG,Banten,497633.84,360000,590000,1614.8624,11.900118,365.3562,308.15866,222.92921,365.3562
3671,2003,628675,36,KOTA TANGERANG,Banten,575492.69,475000,635000,1672.4185,6.7573171,375.90771,344.10806,284.01984,379.68967
3671,2004,660000,36,KOTA TANGERANG,Banten,618000,515000,673000,1767.8287,6.0640597,373.33932,349.58136,291.31781,380.69299
3671,2005,693500,36,KOTA TANGERANG,Banten,662500,585000,713000,1960.1332,10.453198,353.80249,337.98724,298.4491,363.75079
3671,2006,803000,36,KOTA TANGERANG,Banten,792000,750000,836000,2170.5793,13.108672,369.94733,364.87955,345.52988,385.15063
3671,2007,882500,36,KOTA TANGERANG,Banten,858718.75,786000,905000,2351.7803,6.4065628,375.24765,365.13562,334.2149,384.81485
3671,2008,958782,36,KOTA TANGERANG,Banten,921879,840000,971400,2725.606,10.226665,351.76837,338.229,308.18835,356.39783
3671,2009,1064500,36,KOTA TANGERANG,Banten,1021306.3,918000,1099000,2928.8152,4.3864155,363.45755,348.70969,313.43732,375.23706
3671,2010,1118009,36,KOTA TANGERANG,Banten,1076156.8,959500,1174000,3336.9939,5.1342039,335.03479,322.49286,287.53424,351.81366
3671,2011,1290000,36,KOTA TANGERANG,Banten,1182137.5,1007500,1290000,3512.7539,5.3560476,367.23325,336.52728,286.81201,367.23325
3671,2012,1527000,36,KOTA TANGERANG,Banten,1322162.5,1047800,1527000,3569.8926,4.2795,427.74396,370.36478,293.51022,427.74396
3671,2013,2203000,36,KOTA TANGERANG,Banten,1881368.3,1182000,2203000,3765.6719,6.4130001,585.02179,499.61026,313.88821,585.02179
3671,2014,2444301,36,KOTA TANGERANG,Banten,2148162.5,1418000,2444301,4030.7747,6.395,606.40973,532.94037,351.79343,606.40973
3672,2002,575000,36,KOTA CILEGON,Banten,497633.84,360000,590000,1614.8624,11.900118,356.06747,308.15866,222.92921,365.3562
3672,2003,635000,36,KOTA CILEGON,Banten,575492.69,475000,635000,1672.4185,6.7573171,379.68967,344.10806,284.01984,379.68967
3672,2004,673000,36,KOTA CILEGON,Banten,618000,515000,673000,1767.8287,6.0640597,380.69299,349.58136,291.31781,380.69299
3672,2005,713000,36,KOTA CILEGON,Banten,662500,585000,713000,1960.1332,10.453198,363.75079,337.98724,298.4491,363.75079
3672,2006,836000,36,KOTA CILEGON,Banten,792000,750000,836000,2170.5793,13.108672,385.15063,364.87955,345.52988,385.15063
3672,2007,905000,36,KOTA CILEGON,Banten,858718.75,786000,905000,2351.7803,6.4065628,384.81485,365.13562,334.2149,384.81485
3672,2008,971400,36,KOTA CILEGON,Banten,921879,840000,971400,2725.606,10.226665,356.39783,338.229,308.18835,356.39783
3672,2009,1099000,36,KOTA CILEGON,Banten,1021306.3,918000,1099000,2928.8152,4.3864155,375.23706,348.70969,313.43732,375.23706
3672,2010,1174000,36,KOTA CILEGON,Banten,1076156.8,959500,1174000,3336.9939,5.1342039,351.81366,322.49286,287.53424,351.81366
3672,2011,1224000,36,KOTA CILEGON,Banten,1182137.5,1007500,1290000,3512.7539,5.3560476,348.44455,336.52728,286.81201,367.23325
3672,2012,1347000,36,KOTA CILEGON,Banten,1322162.5,1047800,1527000,3569.8926,4.2795,377.32227,370.36478,293.51022,427.74396
3672,2013,2200000,36,KOTA CILEGON,Banten,1881368.3,1182000,2203000,3765.6719,6.4130001,584.2251,499.61026,313.88821,585.02179
3672,2014,2443000,36,KOTA CILEGON,Banten,2148162.5,1418000,2444301,4030.7747,6.395,606.08698,532.94037,351.79343,606.40973
3673,2004,,36,KOTA SERANG,Banten,618000,515000,673000,1767.8287,6.0640597,,349.58136,291.31781,380.69299
3673,2005,,36,KOTA SERANG,Banten,662500,585000,713000,1960.1332,10.453198,,337.98724,298.4491,363.75079
3673,2006,796000,36,KOTA SERANG,Banten,792000,750000,836000,2170.5793,13.108672,366.72238,364.87955,345.52988,385.15063
3673,2007,869000,36,KOTA SERANG,Banten,858718.75,786000,905000,2351.7803,6.4065628,369.50729,365.13562,334.2149,384.81485
3673,2008,927500,36,KOTA SERANG,Banten,921879,840000,971400,2725.606,10.226665,340.29129,338.229,308.18835,356.39783
3673,2009,1030000,36,KOTA SERANG,Banten,1021306.3,918000,1099000,2928.8152,4.3864155,351.67804,348.70969,313.43732,375.23706
3673,2010,1050000,36,KOTA SERANG,Banten,1076156.8,959500,1174000,3336.9939,5.1342039,314.65445,322.49286,287.53424,351.81366
3673,2011,1156000,36,KOTA SERANG,Banten,1182137.5,1007500,1290000,3512.7539,5.3560476,329.08652,336.52728,286.81201,367.23325
3673,2012,1231000,36,KOTA SERANG,Banten,1322162.5,1047800,1527000,3569.8926,4.2795,344.82831,370.36478,293.51022,427.74396
3673,2013,1798446,36,KOTA SERANG,Banten,1881368.3,1182000,2203000,3765.6719,6.4130001,477.58966,499.61026,313.88821,585.02179
3673,2014,2166000,36,KOTA SERANG,Banten,2148162.5,1418000,2444301,4030.7747,6.395,537.36566,532.94037,351.79343,606.40973
3674,2004,,36,KOTA TANGERANG SELATAN,Banten,618000,515000,673000,1767.8287,6.0640597,,349.58136,291.31781,380.69299
3674,2005,,36,KOTA TANGERANG SELATAN,Banten,662500,585000,713000,1960.1332,10.453198,,337.98724,298.4491,363.75079
3674,2006,800000,36,KOTA TANGERANG SELATAN,Banten,792000,750000,836000,2170.5793,13.108672,368.56519,364.87955,345.52988,385.15063
3674,2007,883000,36,KOTA TANGERANG SELATAN,Banten,858718.75,786000,905000,2351.7803,6.4065628,375.46024,365.13562,334.2149,384.81485
3674,2008,954000,36,KOTA TANGERANG SELATAN,Banten,921879,840000,971400,2725.606,10.226665,350.01392,338.229,308.18835,356.39783
3674,2009,1055000,36,KOTA TANGERANG SELATAN,Banten,1021306.3,918000,1099000,2928.8152,4.3864155,360.21393,348.70969,313.43732,375.23706
3674,2010,1125000,36,KOTA TANGERANG SELATAN,Banten,1076156.8,959500,1174000,3336.9939,5.1342039,337.12976,322.49286,287.53424,351.81366
3674,2011,1290000,36,KOTA TANGERANG SELATAN,Banten,1182137.5,1007500,1290000,3512.7539,5.3560476,367.23325,336.52728,286.81201,367.23325
3674,2012,1527000,36,KOTA TANGERANG SELATAN,Banten,1322162.5,1047800,1527000,3569.8926,4.2795,427.74396,370.36478,293.51022,427.74396
3674,2013,2200000,36,KOTA TANGERANG SELATAN,Banten,1881368.3,1182000,2203000,3765.6719,6.4130001,584.2251,499.61026,313.88821,585.02179
3674,2014,2442000,36,KOTA TANGERANG SELATAN,Banten,2148162.5,1418000,2444301,4030.7747,6.395,605.83887,532.94037,351.79343,606.40973
3101,2015,,31,KEPULAUAN SERIBU,DKI Jakarta,,,,4353.3271,6.3629999,,,,
3171,2015,,31,KODYA JAKARTA SELATAN,DKI Jakarta,,,,4353.3271,6.3629999,,,,
3172,2015,,31,KODYA JAKARTA TIMUR,DKI Jakarta,,,,4353.3271,6.3629999,,,,
3173,2015,,31,KODYA JAKARTA PUSAT,DKI Jakarta,,,,4353.3271,6.3629999,,,,
3174,2015,,31,KODYA JAKARTA BARAT,DKI Jakarta,,,,4353.3271,6.3629999,,,,
3175,2015,,31,KODYA JAKARTA UTARA,DKI Jakarta,,,,4353.3271,6.3629999,,,,
3201,2015,,32,BOGOR,Jawa Barat,,,,4353.3271,6.3629999,,,,
3202,2015,,32,SUKABUMI,Jawa Barat,,,,4353.3271,6.3629999,,,,
3203,2015,,32,CIANJUR,Jawa Barat,,,,4353.3271,6.3629999,,,,
3204,2015,,32,BANDUNG,Jawa Barat,,,,4353.3271,6.3629999,,,,
3205,2015,,32,GARUT,Jawa Barat,,,,4353.3271,6.3629999,,,,
3206,2015,,32,TASIKMALAYA,Jawa Barat,,,,4353.3271,6.3629999,,,,
3207,2015,,32,CIAMIS,Jawa Barat,,,,4353.3271,6.3629999,,,,
3208,2015,,32,KUNINGAN,Jawa Barat,,,,4353.3271,6.3629999,,,,
3209,2015,,32,CIREBON,Jawa Barat,,,,4353.3271,6.3629999,,,,
3210,2015,,32,MAJALENGKA,Jawa Barat,,,,4353.3271,6.3629999,,,,
3211,2015,,32,SUMEDANG,Jawa Barat,,,,4353.3271,6.3629999,,,,
3212,2015,,32,INDRAMAYU,Jawa Barat,,,,4353.3271,6.3629999,,,,
3213,2015,,32,SUBANG,Jawa Barat,,,,4353.3271,6.3629999,,,,
3214,2015,,32,PURWAKARTA,Jawa Barat,,,,4353.3271,6.3629999,,,,
3215,2015,,32,KARAWANG,Jawa Barat,,,,4353.3271,6.3629999,,,,
3216,2015,,32,BEKASI,Jawa Barat,,,,4353.3271,6.3629999,,,,
3217,2015,,32,BANDUNG BARAT,Jawa Barat,,,,4353.3271,6.3629999,,,,
3271,2015,,32,KOTA BOGOR,Jawa Barat,,,,4353.3271,6.3629999,,,,
3272,2015,,32,KOTA SUKABUMI,Jawa Barat,,,,4353.3271,6.3629999,,,,
3273,2015,,32,KOTA BANDUNG,Jawa Barat,,,,4353.3271,6.3629999,,,,
3274,2015,,32,KOTA CIREBON,Jawa Barat,,,,4353.3271,6.3629999,,,,
3275,2015,,32,KOTA BEKASI,Jawa Barat,,,,4353.3271,6.3629999,,,,
3276,2015,,32,KOTA DEPOK,Jawa Barat,,,,4353.3271,6.3629999,,,,
3277,2015,,32,KOTA CIMAHI,Jawa Barat,,,,4353.3271,6.3629999,,,,
3278,2015,,32,KOTA TASIKMALAYA,Jawa Barat,,,,4353.3271,6.3629999,,,,
3279,2015,,32,KOTA BANJAR,Jawa Barat,,,,4353.3271,6.3629999,,,,
3301,2015,,33,CILACAP,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3302,2015,,33,BANYUMAS,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3303,2015,,33,PURBALINGGA,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3304,2015,,33,BANJARNEGARA,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3305,2015,,33,KEBUMEN,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3306,2015,,33,PURWOREJO,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3307,2015,,33,WONOSOBO,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3308,2015,,33,MAGELANG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3309,2015,,33,BOYOLALI,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3310,2015,,33,KLATEN,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3311,2015,,33,SUKOHARJO,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3312,2015,,33,WONOGIRI,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3313,2015,,33,KARANGANYAR,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3314,2015,,33,SRAGEN,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3315,2015,,33,GROBOGAN,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3316,2015,,33,BLORA,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3317,2015,,33,REMBANG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3318,2015,,33,PATI,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3319,2015,,33,KUDUS,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3320,2015,,33,JEPARA,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3321,2015,,33,DEMAK,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3322,2015,,33,SEMARANG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3323,2015,,33,TEMANGGUNG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3324,2015,,33,KENDAL,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3325,2015,,33,BATANG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3326,2015,,33,PEKALONGAN,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3327,2015,,33,PEMALANG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3328,2015,,33,TEGAL,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3329,2015,,33,BREBES,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3371,2015,,33,KOTA MAGELANG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3372,2015,,33,KOTA SURAKARTA,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3373,2015,,33,KOTA SALATIGA,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3374,2015,,33,KOTA SEMARANG,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3375,2015,,33,KOTA PEKALONGAN,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3376,2015,,33,KOTA TEGAL,Jawa Tengah,,,,4353.3271,6.3629999,,,,
3401,2015,,34,KULON PROGO,DI Yogyakarta,,,,4353.3271,6.3629999,,,,
3402,2015,,34,BANTUL,DI Yogyakarta,,,,4353.3271,6.3629999,,,,
3403,2015,,34,GUNUNG KIDUL,DI Yogyakarta,,,,4353.3271,6.3629999,,,,
3404,2015,,34,SLEMAN,DI Yogyakarta,,,,4353.3271,6.3629999,,,,
3471,2015,,34,KOTA YOGYAKARTA,DI Yogyakarta,,,,4353.3271,6.3629999,,,,
3501,2015,,35,PACITAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3502,2015,,35,PONOROGO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3503,2015,,35,TRENGGALEK,Jawa Timur,,,,4353.3271,6.3629999,,,,
3504,2015,,35,TULUNGAGUNG,Jawa Timur,,,,4353.3271,6.3629999,,,,
3505,2015,,35,BLITAR,Jawa Timur,,,,4353.3271,6.3629999,,,,
3506,2015,,35,KEDIRI,Jawa Timur,,,,4353.3271,6.3629999,,,,
3507,2015,,35,MALANG,Jawa Timur,,,,4353.3271,6.3629999,,,,
3508,2015,,35,LUMAJANG,Jawa Timur,,,,4353.3271,6.3629999,,,,
3509,2015,,35,JEMBER,Jawa Timur,,,,4353.3271,6.3629999,,,,
3510,2015,,35,BANYUWANGI,Jawa Timur,,,,4353.3271,6.3629999,,,,
3511,2015,,35,BONDOWOSO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3512,2015,,35,SITUBONDO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3513,2015,,35,PROBOLINGGO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3514,2015,,35,PASURUAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3515,2015,,35,SIDOARJO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3516,2015,,35,MOJOKERTO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3517,2015,,35,JOMBANG,Jawa Timur,,,,4353.3271,6.3629999,,,,
3518,2015,,35,NGANJUK,Jawa Timur,,,,4353.3271,6.3629999,,,,
3519,2015,,35,MADIUN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3520,2015,,35,MAGETAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3521,2015,,35,NGAWI,Jawa Timur,,,,4353.3271,6.3629999,,,,
3522,2015,,35,BOJONEGORO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3523,2015,,35,TUBAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3524,2015,,35,LAMONGAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3525,2015,,35,GRESIK,Jawa Timur,,,,4353.3271,6.3629999,,,,
3526,2015,,35,BANGKALAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3527,2015,,35,SAMPANG,Jawa Timur,,,,4353.3271,6.3629999,,,,
3528,2015,,35,PAMEKASAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3529,2015,,35,SUMENEP,Jawa Timur,,,,4353.3271,6.3629999,,,,
3571,2015,,35,KOTA KEDIRI,Jawa Timur,,,,4353.3271,6.3629999,,,,
3572,2015,,35,KOTA BLITAR,Jawa Timur,,,,4353.3271,6.3629999,,,,
3573,2015,,35,KOTA MALANG,Jawa Timur,,,,4353.3271,6.3629999,,,,
3574,2015,,35,KOTA PROBOLINGGO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3575,2015,,35,KOTA PASURUAN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3576,2015,,35,KOTA MOJOKERTO,Jawa Timur,,,,4353.3271,6.3629999,,,,
3577,2015,,35,KOTA MADIUN,Jawa Timur,,,,4353.3271,6.3629999,,,,
3578,2015,,35,KOTA SURABAYA,Jawa Timur,,,,4353.3271,6.3629999,,,,
3579,2015,,35,KOTA BATU,Jawa Timur,,,,4353.3271,6.3629999,,,,
3601,2015,,36,PANDEGLANG,Banten,,,,4353.3271,6.3629999,,,,
3602,2015,,36,LEBAK,Banten,,,,4353.3271,6.3629999,,,,
3603,2015,,36,TANGERANG,Banten,,,,4353.3271,6.3629999,,,,
3604,2015,,36,SERANG,Banten,,,,4353.3271,6.3629999,,,,
3671,2015,,36,KOTA TANGERANG,Banten,,,,4353.3271,6.3629999,,,,
3672,2015,,36,KOTA CILEGON,Banten,,,,4353.3271,6.3629999,,,,
3673,2015,,36,KOTA SERANG,Banten,,,,4353.3271,6.3629999,,,,
3674,2015,,36,KOTA TANGERANG SELATAN,Banten,,,,4353.3271,6.3629999,,,,
3101,2016,,31,KEPULAUAN SERIBU,DKI Jakarta,,,,4518.104,3.526,,,,
3171,2016,,31,KODYA JAKARTA SELATAN,DKI Jakarta,,,,4518.104,3.526,,,,
3172,2016,,31,KODYA JAKARTA TIMUR,DKI Jakarta,,,,4518.104,3.526,,,,
3173,2016,,31,KODYA JAKARTA PUSAT,DKI Jakarta,,,,4518.104,3.526,,,,
3174,2016,,31,KODYA JAKARTA BARAT,DKI Jakarta,,,,4518.104,3.526,,,,
3175,2016,,31,KODYA JAKARTA UTARA,DKI Jakarta,,,,4518.104,3.526,,,,
3201,2016,,32,BOGOR,Jawa Barat,,,,4518.104,3.526,,,,
3202,2016,,32,SUKABUMI,Jawa Barat,,,,4518.104,3.526,,,,
3203,2016,,32,CIANJUR,Jawa Barat,,,,4518.104,3.526,,,,
3204,2016,,32,BANDUNG,Jawa Barat,,,,4518.104,3.526,,,,
3205,2016,,32,GARUT,Jawa Barat,,,,4518.104,3.526,,,,
3206,2016,,32,TASIKMALAYA,Jawa Barat,,,,4518.104,3.526,,,,
3207,2016,,32,CIAMIS,Jawa Barat,,,,4518.104,3.526,,,,
3208,2016,,32,KUNINGAN,Jawa Barat,,,,4518.104,3.526,,,,
3209,2016,,32,CIREBON,Jawa Barat,,,,4518.104,3.526,,,,
3210,2016,,32,MAJALENGKA,Jawa Barat,,,,4518.104,3.526,,,,
3211,2016,,32,SUMEDANG,Jawa Barat,,,,4518.104,3.526,,,,
3212,2016,,32,INDRAMAYU,Jawa Barat,,,,4518.104,3.526,,,,
3213,2016,,32,SUBANG,Jawa Barat,,,,4518.104,3.526,,,,
3214,2016,,32,PURWAKARTA,Jawa Barat,,,,4518.104,3.526,,,,
3215,2016,,32,KARAWANG,Jawa Barat,,,,4518.104,3.526,,,,
3216,2016,,32,BEKASI,Jawa Barat,,,,4518.104,3.526,,,,
3217,2016,,32,BANDUNG BARAT,Jawa Barat,,,,4518.104,3.526,,,,
3271,2016,,32,KOTA BOGOR,Jawa Barat,,,,4518.104,3.526,,,,
3272,2016,,32,KOTA SUKABUMI,Jawa Barat,,,,4518.104,3.526,,,,
3273,2016,,32,KOTA BANDUNG,Jawa Barat,,,,4518.104,3.526,,,,
3274,2016,,32,KOTA CIREBON,Jawa Barat,,,,4518.104,3.526,,,,
3275,2016,,32,KOTA BEKASI,Jawa Barat,,,,4518.104,3.526,,,,
3276,2016,,32,KOTA DEPOK,Jawa Barat,,,,4518.104,3.526,,,,
3277,2016,,32,KOTA CIMAHI,Jawa Barat,,,,4518.104,3.526,,,,
3278,2016,,32,KOTA TASIKMALAYA,Jawa Barat,,,,4518.104,3.526,,,,
3279,2016,,32,KOTA BANJAR,Jawa Barat,,,,4518.104,3.526,,,,
3301,2016,,33,CILACAP,Jawa Tengah,,,,4518.104,3.526,,,,
3302,2016,,33,BANYUMAS,Jawa Tengah,,,,4518.104,3.526,,,,
3303,2016,,33,PURBALINGGA,Jawa Tengah,,,,4518.104,3.526,,,,
3304,2016,,33,BANJARNEGARA,Jawa Tengah,,,,4518.104,3.526,,,,
3305,2016,,33,KEBUMEN,Jawa Tengah,,,,4518.104,3.526,,,,
3306,2016,,33,PURWOREJO,Jawa Tengah,,,,4518.104,3.526,,,,
3307,2016,,33,WONOSOBO,Jawa Tengah,,,,4518.104,3.526,,,,
3308,2016,,33,MAGELANG,Jawa Tengah,,,,4518.104,3.526,,,,
3309,2016,,33,BOYOLALI,Jawa Tengah,,,,4518.104,3.526,,,,
3310,2016,,33,KLATEN,Jawa Tengah,,,,4518.104,3.526,,,,
3311,2016,,33,SUKOHARJO,Jawa Tengah,,,,4518.104,3.526,,,,
3312,2016,,33,WONOGIRI,Jawa Tengah,,,,4518.104,3.526,,,,
3313,2016,,33,KARANGANYAR,Jawa Tengah,,,,4518.104,3.526,,,,
3314,2016,,33,SRAGEN,Jawa Tengah,,,,4518.104,3.526,,,,
3315,2016,,33,GROBOGAN,Jawa Tengah,,,,4518.104,3.526,,,,
3316,2016,,33,BLORA,Jawa Tengah,,,,4518.104,3.526,,,,
3317,2016,,33,REMBANG,Jawa Tengah,,,,4518.104,3.526,,,,
3318,2016,,33,PATI,Jawa Tengah,,,,4518.104,3.526,,,,
3319,2016,,33,KUDUS,Jawa Tengah,,,,4518.104,3.526,,,,
3320,2016,,33,JEPARA,Jawa Tengah,,,,4518.104,3.526,,,,
3321,2016,,33,DEMAK,Jawa Tengah,,,,4518.104,3.526,,,,
3322,2016,,33,SEMARANG,Jawa Tengah,,,,4518.104,3.526,,,,
3323,2016,,33,TEMANGGUNG,Jawa Tengah,,,,4518.104,3.526,,,,
3324,2016,,33,KENDAL,Jawa Tengah,,,,4518.104,3.526,,,,
3325,2016,,33,BATANG,Jawa Tengah,,,,4518.104,3.526,,,,
3326,2016,,33,PEKALONGAN,Jawa Tengah,,,,4518.104,3.526,,,,
3327,2016,,33,PEMALANG,Jawa Tengah,,,,4518.104,3.526,,,,
3328,2016,,33,TEGAL,Jawa Tengah,,,,4518.104,3.526,,,,
3329,2016,,33,BREBES,Jawa Tengah,,,,4518.104,3.526,,,,
3371,2016,,33,KOTA MAGELANG,Jawa Tengah,,,,4518.104,3.526,,,,
3372,2016,,33,KOTA SURAKARTA,Jawa Tengah,,,,4518.104,3.526,,,,
3373,2016,,33,KOTA SALATIGA,Jawa Tengah,,,,4518.104,3.526,,,,
3374,2016,,33,KOTA SEMARANG,Jawa Tengah,,,,4518.104,3.526,,,,
3375,2016,,33,KOTA PEKALONGAN,Jawa Tengah,,,,4518.104,3.526,,,,
3376,2016,,33,KOTA TEGAL,Jawa Tengah,,,,4518.104,3.526,,,,
3401,2016,,34,KULON PROGO,DI Yogyakarta,,,,4518.104,3.526,,,,
3402,2016,,34,BANTUL,DI Yogyakarta,,,,4518.104,3.526,,,,
3403,2016,,34,GUNUNG KIDUL,DI Yogyakarta,,,,4518.104,3.526,,,,
3404,2016,,34,SLEMAN,DI Yogyakarta,,,,4518.104,3.526,,,,
3471,2016,,34,KOTA YOGYAKARTA,DI Yogyakarta,,,,4518.104,3.526,,,,
3501,2016,,35,PACITAN,Jawa Timur,,,,4518.104,3.526,,,,
3502,2016,,35,PONOROGO,Jawa Timur,,,,4518.104,3.526,,,,
3503,2016,,35,TRENGGALEK,Jawa Timur,,,,4518.104,3.526,,,,
3504,2016,,35,TULUNGAGUNG,Jawa Timur,,,,4518.104,3.526,,,,
3505,2016,,35,BLITAR,Jawa Timur,,,,4518.104,3.526,,,,
3506,2016,,35,KEDIRI,Jawa Timur,,,,4518.104,3.526,,,,
3507,2016,,35,MALANG,Jawa Timur,,,,4518.104,3.526,,,,
3508,2016,,35,LUMAJANG,Jawa Timur,,,,4518.104,3.526,,,,
3509,2016,,35,JEMBER,Jawa Timur,,,,4518.104,3.526,,,,
3510,2016,,35,BANYUWANGI,Jawa Timur,,,,4518.104,3.526,,,,
3511,2016,,35,BONDOWOSO,Jawa Timur,,,,4518.104,3.526,,,,
3512,2016,,35,SITUBONDO,Jawa Timur,,,,4518.104,3.526,,,,
3513,2016,,35,PROBOLINGGO,Jawa Timur,,,,4518.104,3.526,,,,
3514,2016,,35,PASURUAN,Jawa Timur,,,,4518.104,3.526,,,,
3515,2016,,35,SIDOARJO,Jawa Timur,,,,4518.104,3.526,,,,
