Year,Reporter,Reporter ISO,Commodity Code,Commodity,Netweight (kg),Trade Value (US$)
2019,Myanmar,MMR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,10030,27600
2016,Myanmar,MMR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,17,40
2017,Belarus,BLR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1793,14800
2018,Belarus,BLR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,840,10400
2019,Belarus,BLR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15587,144500
2020,Belarus,BLR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1581,6900
2016,Belarus,BLR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3460,14900
2016,Cameroon,CMR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,98,150
2017,Canada,CAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,45390449
2018,Canada,CAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,31017490
2019,Canada,CAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,14576633
2020,Canada,CAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,26777180
2016,Canada,CAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,7755923
2017,Sri Lanka,LKA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2929,13038
2019,Sri Lanka,LKA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8299,18790
2020,Sri Lanka,LKA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2891,41289
2016,Sri Lanka,LKA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,47,718
2018,Chile,CHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,964,6434
2019,Chile,CHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,603,2070
2020,Chile,CHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4444,37877
2016,Chile,CHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3614,12926
2017,China,CHN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,36903,179424
2018,China,CHN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,245293
2019,China,CHN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,140839,814725
2020,China,CHN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,260067,1247579
2016,China,CHN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,223334
2017,Colombia,COL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,2630
2018,Colombia,COL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,200,2863
2019,Colombia,COL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,225,1000
2020,Colombia,COL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,28,2503
2016,Colombia,COL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,100,2669
2016,Congo,COG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,49,781
2017,Congo,COG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,232,2447
2017,Costa Rica,CRI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9449,17365
2018,Costa Rica,CRI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2,1214
2019,Costa Rica,CRI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,80,635
2016,Costa Rica,CRI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,14978,23606
2017,Croatia,HRV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,704578
2018,Croatia,HRV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,356935,1129298
2019,Croatia,HRV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,16438,748359
2020,Croatia,HRV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12941,810003
2016,Croatia,HRV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,723078,826565
2020,Cyprus,CYP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5,479
2017,Czechia,CZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4536483,7687284
2018,Czechia,CZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4488589,8764925
2019,Czechia,CZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4674892,9978906
2020,Czechia,CZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4537036,10447269
2016,Czechia,CZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3585781,6463886
2017,Denmark,DNK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2045575,8248783
2018,Denmark,DNK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2424419,13857272
2019,Denmark,DNK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2493156,12239153
2020,Denmark,DNK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2428998,10933651
2016,Denmark,DNK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,761324,8230905
2017,Dominican Rep.,DOM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,64,205
2018,Dominican Rep.,DOM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,40,12713
2019,Dominican Rep.,DOM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,36140,40247
2017,Ecuador,ECU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,400,580
2016,Ecuador,ECU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,213,8327
2017,El Salvador,SLV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,69,1894
2018,El Salvador,SLV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20,4113
2016,El Salvador,SLV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12,1349
2017,Estonia,EST,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,6118,118987
2018,Estonia,EST,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,186564,462899
2019,Estonia,EST,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,10667,276209
2020,Estonia,EST,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,24395,328781
2016,Estonia,EST,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,225914,1351323
2017,Fiji,FJI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5435,12448
2018,Fiji,FJI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,334,826
2020,Fiji,FJI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9140,18138
2016,Fiji,FJI,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1200,335
2017,Finland,FIN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15344404,28409505
2018,Finland,FIN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4804738,11197248
2019,Finland,FIN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5404736,19122704
2020,Finland,FIN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,567534,2886599
2016,Finland,FIN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2289621,4332763
2017,France,FRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15378038,55903676
2018,France,FRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,64183326
2019,France,FRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15101537,65193291
2020,France,FRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,14208829,50558712
2016,France,FRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,14544766,46504812
2018,Georgia,GEO,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,881,2425
2017,State of Palestine,PSE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8895,26386
2018,State of Palestine,PSE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,2016
2017,Germany,DEU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,19221128,58774995
2018,Germany,DEU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,22825438,73386066
2019,Germany,DEU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,22605373,70025057
2020,Germany,DEU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,16189124,52868253
2016,Germany,DEU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18650403,51203319
2019,Ghana,GHA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2401119,3424325
2017,Ghana,GHA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,193573,147018
2017,Greece,GRC,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7795,10238
2018,Greece,GRC,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5659,114571
2020,Greece,GRC,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5,10
2017,Guatemala,GTM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8912,23291
2018,Guatemala,GTM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3710,14208
2019,Guatemala,GTM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2784,9382
2020,Guatemala,GTM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,38796,36787
2016,Guatemala,GTM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2112,8864
2018,Honduras,HND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1,159
2017,"China, Hong Kong SAR",HKG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,113549,277557
2018,"China, Hong Kong SAR",HKG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20713,166814
2019,"China, Hong Kong SAR",HKG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12689,144510
2020,"China, Hong Kong SAR",HKG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,16812,120869
2016,"China, Hong Kong SAR",HKG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,590497
2017,Hungary,HUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,3053962
2018,Hungary,HUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,5010217
2019,Hungary,HUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,4153933
2020,Hungary,HUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,4481059
2016,Hungary,HUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,3102771
2018,Iceland,ISL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,911,16422
2019,Iceland,ISL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4,1352
2020,Iceland,ISL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,138,309
2016,Iceland,ISL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,56,1781
2017,Indonesia,IDN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,302923489,425408840
2018,Indonesia,IDN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,532610103,821559195
2019,Indonesia,IDN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,266602846,411337301
2020,Indonesia,IDN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1087854208,1630911693
2016,Indonesia,IDN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,24614238,30434580
2017,Iran,IRN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,331758,464461
2018,Iran,IRN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,65960,71340
2016,Iran,IRN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,93640,90416
2017,Ireland,IRL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3383,260535
2018,Ireland,IRL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8041,1622283
2019,Ireland,IRL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15773,2181522
2020,Ireland,IRL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,22945,1227553
2016,Ireland,IRL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,29170,119246
2017,Israel,ISR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12651,34000
2018,Israel,ISR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,30000
2019,Israel,ISR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,80000
2016,Israel,ISR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,5000
2017,Italy,ITA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,40520403,122216123
2018,Italy,ITA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,27549313,102424977
2019,Italy,ITA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,29976858,99548697
2020,Italy,ITA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,17895931,70212196
2016,Italy,ITA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,30843031,88991311
2018,C̫te d'Ivoire,CIV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,30,67
2016,C̫te d'Ivoire,CIV,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,220,4557
2017,Japan,JPN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,180024,2130792
2018,Japan,JPN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,442600,7232275
2019,Japan,JPN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,705706,7253606
2020,Japan,JPN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,410363,6938750
2016,Japan,JPN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,54435,1267682
2017,Kazakhstan,KAZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,157424,232925
2018,Kazakhstan,KAZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,381695,341183
2019,Kazakhstan,KAZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,132750,141280
2020,Kazakhstan,KAZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,294764,324343
2016,Kazakhstan,KAZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,686138,785921
2017,Jordan,JOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,38571,70519
2018,Jordan,JOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1841,15902
2019,Jordan,JOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3242,10292
2020,Jordan,JOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,47159
2016,Jordan,JOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4584,30873
2016,Kenya,KEN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1418,5905
2018,Kenya,KEN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2712,3191
2017,Rep. of Korea,KOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,19381616,37403350
2018,Rep. of Korea,KOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,21142491,39269218
2019,Rep. of Korea,KOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1983899,3971279
2020,Rep. of Korea,KOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2022914,2851620
2016,Rep. of Korea,KOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2663756,7435261
2017,Kuwait,KWT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,78302,22772
2018,Kuwait,KWT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,94177,17704
2019,Kuwait,KWT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20609,14103
2020,Kuwait,KWT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,111522,70731
2017,Kyrgyzstan,KGZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20000,12000
2019,Kyrgyzstan,KGZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20258,6470
2016,Kyrgyzstan,KGZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13000,7800
2017,Lebanon,LBN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9905,26490
2018,Lebanon,LBN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,19710,20277
2019,Lebanon,LBN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,30655,26984
2020,Lebanon,LBN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1500,1630
2017,Latvia,LVA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,55881,194334
2018,Latvia,LVA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,147936,337413
2019,Latvia,LVA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,173855,480553
2020,Latvia,LVA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,134338,871903
2016,Latvia,LVA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,463,3559
2016,Libya,LBY,7218,Stainless steel in ingots or other primary forms,28313,24151
2017,Libya,LBY,7218,Stainless steel in ingots or other primary forms,28313,24151
2017,Lithuania,LTU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,10620,117186
2018,Lithuania,LTU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,303,15748
2019,Lithuania,LTU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,29495,506021
2020,Lithuania,LTU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1188,17713
2016,Lithuania,LTU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,33517,87433
2017,Luxembourg,LUX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,525,17260
2018,Luxembourg,LUX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,14371,176580
2019,Luxembourg,LUX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,638,11734
2020,Luxembourg,LUX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2530,4810
2016,Luxembourg,LUX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,197545,202028
2019,Madagascar,MDG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,120,83
2017,Malaysia,MYS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1958965,5392253
2018,Malaysia,MYS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3654482,44823847
2019,Malaysia,MYS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2915416,36122760
2020,Malaysia,MYS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1569017,24596821
2016,Malaysia,MYS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,10634051,11816430
2017,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5,496
2018,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8,6557
2019,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8,265
2020,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3,36
2016,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,21,2147
2020,Mauritius,MUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3544,7269
2016,Mexico,MEX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,236244
2017,Mexico,MEX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,108962
2019,Mexico,MEX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,74459
2020,Mexico,MEX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,654545
2017,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11989525,45207737
2018,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11346439,55255388
2019,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13342075,44258539
2020,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,36950728
2016,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13045897,27540956
2020,Rep. of Moldova,MDA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5,608
2016,Rep. of Moldova,MDA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4,27
2017,Morocco,MAR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,349,2397
2016,Morocco,MAR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2,138
2018,Mozambique,MOZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,62,182
2016,Mozambique,MOZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,736,338
2017,Oman,OMN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,21341,140491
2018,Oman,OMN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3567,34228
2016,Oman,OMN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15550,2657
2017,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,33200,6650
2018,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,32
2019,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,485
2020,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2,42
2016,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,280,271
2017,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3870488,20669428
2018,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12415693,23995035
2019,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4688489,24448880
2020,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1953179,13107575
2016,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4142178,22760600
2017,Aruba,ABW,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1984,54761
2019,Aruba,ABW,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,92000,111730
2020,Aruba,ABW,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,23500,19553
2017,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1383,92993
2018,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,30670
2019,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2241,15247
2020,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7721,32557
2016,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7470,67918
2018,Nigeria,NGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,25890,46858
2019,Nigeria,NGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,195460,185954
2020,Nigeria,NGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,221190,251690
2017,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1661761,7200115
2018,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2573635,11490908
2019,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2133634,9795652
2020,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1495242,6521078
2016,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2484288,10056247
2018,Pakistan,PAK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5000,1740
2020,Pakistan,PAK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,91000,54103
2017,Panama,PAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2735,12275
2016,Panama,PAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4378,21187
2017,Peru,PER,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8,2920
2018,Peru,PER,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,43,2934
2019,Peru,PER,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2616,2508
2016,Peru,PER,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1,19
2019,Philippines,PHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,24100,124860
2020,Philippines,PHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11802,85285
2017,Philippines,PHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,6904,19762
2018,Philippines,PHL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,66618,257762
2016,Philippines,PHL,7218,Stainless steel in ingots or other primary forms,10615,87942
2017,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1073119,5476479
2018,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2024839,8096546
2019,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1610115,5915253
2020,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,765199,5485169
2016,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1289158,12295320
2017,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,488887,1524683
2018,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,763008,3856450
2019,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1903579,7746656
2020,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2197681,6004363
2016,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,273232,2426705
2017,Timor-Leste,TLS,7218,Stainless steel in ingots or other primary forms,10,57
2016,Qatar,QAT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,88920
2017,Qatar,QAT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,90175
2018,Qatar,QAT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,91299
2019,Qatar,QAT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,195251
