Year,Reporter,Reporter ISO,Commodity Code,Commodity,Netweight (kg),Trade Value (US$)
2012,Malaysia,MYS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1594831,4378593
2012,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11,1436
2013,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,250,1496
2014,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,61,768
2015,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18,427
2011,Malta,MLT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1,48
2012,Mauritius,MUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,10,723
2013,Mauritius,MUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,446,912
2012,Mexico,MEX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1248868,2707174
2013,Mexico,MEX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,680672,1200877
2011,Mexico,MEX,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,704457,2451791
2013,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,32631769,81735718
2014,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18960,52309286
2015,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,14872879,37170774
2011,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,23172017,80626938
2012,"Other Asia, nes",,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,36429747,104349531
2011,Morocco,MAR,7218,Stainless steel in ingots or other primary forms,16357,21670
2013,Morocco,MAR,7218,Stainless steel in ingots or other primary forms,440,3749
2014,Morocco,MAR,7218,Stainless steel in ingots or other primary forms,600,7178
2013,Mozambique,MOZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1,203
2014,Mozambique,MOZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,404001,130800
2012,Oman,OMN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11750,2601
2013,Oman,OMN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,73,281
2014,Oman,OMN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,966,1469
2015,Oman,OMN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3872,7040
2011,Oman,OMN,7218,Stainless steel in ingots or other primary forms,32049,297263
2012,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1391,40475
2013,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,580,13571
2014,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1365,43889
2015,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9,378
2011,Namibia,NAM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,97,18987
2012,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2773795,23406943
2013,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,6626383,26163992
2014,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,652012,7989377
2015,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7556136,22861687
2011,Netherlands,NLD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,5300636,18199039
2011,Aruba,ABW,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,790,2774
2012,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,31,3508
2013,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3589,199477
2014,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1170,60308
2015,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2411,17078
2011,New Zealand,NZL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1719,8669
2015,Nicaragua,NIC,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1,15
2015,Nigeria,NGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,93,162
2011,Nigeria,NGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,11000,6496
2012,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2575910,17354125
2013,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2206741,11959144
2014,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2571603,14221190
2015,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1338059,6281120
2011,Norway,NOR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,2641336,17461557
2014,Palau,PLW,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2,72
2012,Pakistan,PAK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,602000,836146
2013,Pakistan,PAK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,468000,488637
2014,Pakistan,PAK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12000,10601
2015,Pakistan,PAK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,22000,21622
2011,Pakistan,PAK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1832000,1153534
2012,Panama,PAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,36385,199065
2013,Panama,PAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,17876,27685
2014,Panama,PAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7340,16387
2015,Panama,PAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20286,55531
2011,Panama,PAN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,11635,94843
2012,Peru,PER,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,31,40
2014,Peru,PER,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,549,4012
2011,Peru,PER,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1782,9946
2011,Philippines,PHL,7218,Stainless steel in ingots or other primary forms,1136586,3377691
2012,Philippines,PHL,7218,Stainless steel in ingots or other primary forms,1527483,3285867
2013,Philippines,PHL,7218,Stainless steel in ingots or other primary forms,417205,1548957
2014,Philippines,PHL,7218,Stainless steel in ingots or other primary forms,286103,693298
2015,Philippines,PHL,7218,Stainless steel in ingots or other primary forms,8003,25840
2012,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,793963,2587914
2013,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,842322,3535469
2014,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,708505,4207486
2015,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1463405,18776388
2011,Poland,POL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,140271,619859
2012,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1531166,2881413
2013,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,288299,2068801
2014,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,107515,1312384
2015,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,122899,991517
2011,Portugal,PRT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,133480,1599125
2015,Qatar,QAT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,94093,105150
2012,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,59706,198263
2013,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13954,56171
2014,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9931,31288
2015,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4311,29414
2011,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,13947,86246
2012,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1616650,10508133
2013,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13086916,106002971
2014,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1596517,6281885
2015,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,637543,2346847
2011,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1355671,7384672
2013,Rwanda,RWA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,900,332
2014,Rwanda,RWA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,84002,48144
2011,Rwanda,RWA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,90,2685
2012,Sao Tome and Principe,STP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,2000,493
2012,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,6107000,6328008
2013,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,6688000,6602675
2014,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1647000,1803095
2015,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5615699,6567738
2011,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,7092000,12554416
2015,Senegal,SEN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,142316,159942
2014,Senegal,SEN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1792,2358
2012,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7911,38778
2013,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,3880,51992
2014,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20,304
2015,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13,61
2011,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,112,1830
2013,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9125604,6605923
2014,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5618176,11130303
2015,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2793383,6240394
2011,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,2085015,4820125
2012,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,26855510,19449141
2012,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2203948,7331090
2013,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2225717,8238398
2014,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2235832,11993660
2015,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1433559,6797813
2011,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,796088,3986868
2012,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,202850,6718396
2013,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,130683,2024712
2014,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,198486,2725764
2015,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,76761,1229529
2011,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,,2276930
2012,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,536527,1813226
2013,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1163564,1929685
2014,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,852163,1999330
2015,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,927350,1679386
2011,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,,4699928
2012,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1992168,6012264
2013,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1887929,5222482
2014,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2359359,7154391
2015,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1967530,5338991
2011,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,2579045,7675408
2012,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,977668,3134047
2013,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,501907,1694313
2014,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,178701,1108421
2015,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1078175,1305700
2011,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,,5219547
2012,Zimbabwe,ZWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,2313677,1195517
2012,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,30141791,147544124
2013,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,29861928,130075745
2014,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,28873640,124922045
2015,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,34563558,77040148
2011,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,35169053,184851873
2012,Eswatini,SWZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,200,972
2013,Eswatini,SWZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,802,761
2015,Eswatini,SWZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,75,51
2011,Eswatini,SWZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,8838,8240
2012,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,62243158,286001624
2013,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,61155837,250913424
2014,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,69148895,276071286
2015,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,48316465,165311018
2011,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,63985077,323415184
2012,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,103118,1238945
2013,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,92713,2695012
2014,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,87647,3305496
2015,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,78916,3301138
2011,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,110916,1632455
2012,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,86845,259303
2013,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,273336,387503
2014,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,625083,1032518
2015,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,200329,5218067
2011,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,157417,487791
2011,Tonga,TON,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,345,18266
2013,Tonga,TON,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,100,281
2011,Trinidad and Tobago,TTO,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,74,832
2013,Trinidad and Tobago,TTO,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,750,104
2014,Trinidad and Tobago,TTO,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,16,200
2015,Trinidad and Tobago,TTO,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1431,12252
2012,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,861908,1145593
2013,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,892022,1199793
2014,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1253017,4095132
2015,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2214497,8605046
2011,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,1158041,3505216
2012,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12305,111369
2013,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5887,33994
2014,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1640,162979
2015,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1977,8487
2011,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,3968,20144
2012,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,288597,476564
2013,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,274675,476359
2014,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,276191,318570
2015,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,524499,787224
2011,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,166919,321803
2013,Uganda,UGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2295,3895
2014,Uganda,UGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,220,78
2015,Uganda,UGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2500,50561
2011,Uganda,UGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,2980,6813
2014,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,17681,314118
2015,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,61423,183226
2011,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,184230,2037949
2012,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,164609,2005719
2013,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,109495,1247944
2014,Egypt,EGY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2215325,1602767
2015,Egypt,EGY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,127390,128637
2011,Egypt,EGY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,739980,466622
2013,Egypt,EGY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,2089120,1382316
2012,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,213327305,687964295
2013,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,188169060,528101980
2014,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,224303674,655105636
2015,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,189991360,441814178
2011,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,256045828,987475349
2013,United Rep. of Tanzania,TZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,77995,159831
2014,United Rep. of Tanzania,TZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11417,32850
2015,United Rep. of Tanzania,TZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,888628,674485
2012,United Rep. of Tanzania,TZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,27128,47566
2012,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,96182952,183496538
2013,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,56850392,142999356
2014,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,48657390,137980654
2015,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,34601748,150866185
2011,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,77212325,169791207
2015,Samoa,WSM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1000,107
2013,Yemen,YEM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,6000000,3145290
2013,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,40761,78134
2014,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,23600,164834
2015,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,45822,182355
2011,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,33880,143258
2017,Algeria,DZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,16231,12170
2016,Algeria,DZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1,727
2019,Angola,AGO,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2003560,529799
2017,Angola,AGO,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,33,20247
2018,Azerbaijan,AZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1881900,2056299
2019,Azerbaijan,AZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1909100,2268256
2020,Azerbaijan,AZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1473716,1592200
2016,Azerbaijan,AZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2309190,1899163
2017,Azerbaijan,AZE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2100300,2252783
2017,Argentina,ARG,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,49430,65569
2017,Australia,AUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,414440,2621988
2018,Australia,AUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,672500,3731013
2019,Australia,AUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,517830,6080762
2020,Australia,AUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,368400,4885273
2016,Australia,AUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,295751,3246979
2017,Austria,AUT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18811949,65554237
2018,Austria,AUT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20301420,74847428
2019,Austria,AUT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,24119292,91418667
2020,Austria,AUT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20726880,74519079
2016,Austria,AUT,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,19831598,58976884
2017,Bahrain,BHR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7779,51801
2018,Bahrain,BHR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,318,2093
2019,Bahrain,BHR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,34,137
2016,Bahrain,BHR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4881,28946
2019,Barbados,BRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,100,2273
2017,Belgium,BEL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,132519590,238141157
2018,Belgium,BEL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,19711577,44961862
2019,Belgium,BEL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9625283,27880459
2020,Belgium,BEL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,17428271,45643757
2016,Belgium,BEL,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13782367,30211854
2017,Bosnia Herzegovina,BIH,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5,125
2018,Bosnia Herzegovina,BIH,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,13,309
2019,Bosnia Herzegovina,BIH,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1,16
2020,Bosnia Herzegovina,BIH,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,262,507
2016,Bosnia Herzegovina,BIH,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1,17
2018,Botswana,BWA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,250,5134
2016,Botswana,BWA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,12000,10727
2017,Botswana,BWA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,22360,32423
2017,Brazil,BRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1542741,2974852
2018,Brazil,BRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,38692,398312
2019,Brazil,BRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,42785,452805
2020,Brazil,BRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,111273,766910
2016,Brazil,BRA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,49312,164249
2018,Brunei Darussalam,BRN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1000,444
2020,Brunei Darussalam,BRN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,100,353
2016,Brunei Darussalam,BRN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1992000,618781
2017,Bulgaria,BGR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,400,1262
2018,Bulgaria,BGR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11750,47203
2019,Bulgaria,BGR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,215672,495235
2020,Bulgaria,BGR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,28752,58034
2016,Bulgaria,BGR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15032,50964
2017,Myanmar,MMR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18120,116203
2018,Myanmar,MMR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4360,32701
